"EFN","Phy","matched_name","RangeY","domY","mycoY"
1,"Dichrostachys glomerata","Dichrostachys glomerata",FALSE,FALSE,FALSE
1,"Dolichos bicontortus","Dolichos bicontortus",FALSE,FALSE,FALSE
1,"Dolichos lablab","Dolichos lablab",FALSE,FALSE,FALSE
1,"Dolichos leucomelas","Dolichos leucomelas",FALSE,FALSE,FALSE
1,"Dolichos melanophtalmus","Dolichos melanophtalmus",FALSE,FALSE,FALSE
1,"Dolichos sesquipedalis","Dolichos sesquipedalis",FALSE,FALSE,FALSE
1,"Dolichos sinensis","Dolichos sinensis",FALSE,FALSE,FALSE
1,"Dunbaria fusca","Dunbaria fusca",FALSE,FALSE,FALSE
1,"Dunbaria podocarpa","Dunbaria podocarpa",FALSE,FALSE,FALSE
1,"Dunbaria rotundifolia","Dunbaria rotundifolia",FALSE,FALSE,FALSE
1,"Entada phaseoloides","Entada phaseoloides",TRUE,FALSE,FALSE
1,"Enterolobium contortisiliquum","Enterolobium contortisiliquum",TRUE,FALSE,TRUE
1,"Enterolobium cyclocarpum","Enterolobium cyclocarpum",TRUE,FALSE,TRUE
1,"Enterolobium gummiferum","Enterolobium gummiferum",TRUE,FALSE,FALSE
1,"Enterolobium schomburgkii","Enterolobium schomburgkii",TRUE,FALSE,FALSE
1,"Erythrina abyssinica","Erythrina abyssinica",TRUE,FALSE,FALSE
1,"Erythrina berteroana","Erythrina berteroana",TRUE,FALSE,TRUE
1,"Erythrina caffra","Erythrina caffra",FALSE,FALSE,FALSE
1,"Erythrina crista-galli","Erythrina crista-galli",TRUE,FALSE,TRUE
1,"Erythrina flabelliformis","Erythrina flabelliformis",FALSE,FALSE,FALSE
1,"Erythrina fusca","Erythrina fusca",TRUE,FALSE,FALSE
1,"Erythrina greenwayi","Erythrina greenwayi",FALSE,FALSE,FALSE
1,"Erythrina hastifolia","Erythrina hastifolia",FALSE,FALSE,FALSE
1,"Erythrina herbacea","Erythrina herbacea",TRUE,FALSE,FALSE
1,"Erythrina lysistemon","Erythrina lysistemon",TRUE,FALSE,FALSE
1,"Erythrina macropteryx","Erythrina micropteryx",FALSE,FALSE,FALSE
1,"Erythrina pallida","Erythrina pallida",TRUE,FALSE,FALSE
1,"Erythrina poeppigiana","Erythrina poeppigiana",TRUE,FALSE,TRUE
1,"Erythrina rubrinervia","Erythrina rubrinervia",TRUE,FALSE,FALSE
1,"Erythrina speciosa","Erythrina speciosa",TRUE,FALSE,FALSE
1,"Erythrina subumbrans","Erythrina subumbrans",TRUE,FALSE,FALSE
1,"Erythrina tahitensis","Erythrina tahitensis",FALSE,FALSE,FALSE
1,"Erythrina tomentosa","Erythrina tomentosa",FALSE,FALSE,FALSE
1,"Erythrina variegata","Erythrina variegata",TRUE,FALSE,FALSE
1,"Erythrina velutina","Erythrina velutina",TRUE,FALSE,FALSE
1,"Erythrina vespertillo","Erythrina vespertilio",FALSE,FALSE,FALSE
1,"Erythrophleum africanum","Erythrophleum africanum",TRUE,FALSE,FALSE
1,"Erythrophleum densiflorum","Erythrophleum densiflorum",FALSE,FALSE,FALSE
1,"Erythrophleum fordii","Erythrophleum fordii",FALSE,FALSE,FALSE
1,"Erythrophleum guineense","Erythrophleum guineense",FALSE,FALSE,FALSE
1,"Erythrophleum ivorense","Erythrophleum ivorense",FALSE,FALSE,FALSE
1,"Erythrophleum suaveolens","Erythrophleum suaveolens",FALSE,FALSE,FALSE
1,"Erythrophleum teysmannii","Erythrophleum teysmannii",FALSE,FALSE,FALSE
1,"Faidherbia albida","Faidherbia albida",TRUE,FALSE,TRUE
1,"Gilbertiodendron couminga",NA,FALSE,FALSE,FALSE
1,"Gilbertiodendron limba","Gilbertiodendron limba",FALSE,FALSE,FALSE
1,"Gilbertiodendron oogouense","Gilbertiodendron ogoouense",FALSE,FALSE,FALSE
1,"Glycine sinensis","Glycine sinensis",FALSE,FALSE,FALSE
1,"Glycyrrhiza lepidota","Glycyrrhiza lepidota",TRUE,FALSE,FALSE
1,"Hardenbergia comptoniana","Hardenbergia comptoniana",TRUE,FALSE,FALSE
1,"Hippocrepis bicontorta","Hippocrepis bicontorta",FALSE,FALSE,FALSE
1,"Hippocrepis biflora","Hippocrepis biflora",FALSE,FALSE,FALSE
1,"Hippocrepis brevipetala","Hippocrepis brevipetala",FALSE,FALSE,FALSE
1,"Hippocrepis ciliata","Hippocrepis ciliata",FALSE,FALSE,FALSE
1,"Hippocrepis constricta","Hippocrepis constricta",FALSE,FALSE,FALSE
1,"Hippocrepis cyclocarpa","Hippocrepis cyclocarpa",FALSE,FALSE,FALSE
1,"Hippocrepis maura","Hippocrepis maura",FALSE,FALSE,FALSE
1,"Hippocrepis multisiliquosa","Hippocrepis multisiliquosa",TRUE,FALSE,FALSE
1,"Hippocrepis salzmanni","Hippocrepis salzmanni",FALSE,FALSE,FALSE
1,"Hippocrepis unisiliquosa","Hippocrepis unisiliquosa",TRUE,FALSE,TRUE
1,"Humboldtia brunonis","Humboldtia brunonis",FALSE,TRUE,FALSE
1,"Humboldtia laurifolia","Humboldtia laurifolia",TRUE,TRUE,FALSE
1,"Hymenaea courbaril","Hymenaea courbaril",TRUE,FALSE,TRUE
1,"Hymenaea stigonocarpa","Hymenaea stigonocarpa",TRUE,FALSE,FALSE
1,"Indigofera bainesii","Indigofera bainesii",TRUE,FALSE,FALSE
1,"Indigofera basiflora","Indigofera basiflora",FALSE,FALSE,FALSE
1,"Indigofera biglandulosa","Indigofera biglandulosa",FALSE,FALSE,FALSE
1,"Indigofera brevipatentes",NA,FALSE,FALSE,FALSE
1,"Indigofera compressa","Indigofera compressa",FALSE,FALSE,FALSE
1,"Indigofera eremophila","Indigofera eremophila",FALSE,FALSE,FALSE
1,"Indigofera erythrogramma","Indigofera erythrogramma",TRUE,FALSE,FALSE
1,"Indigofera gairdnerse","Indigofera gairdnerae",FALSE,FALSE,FALSE
1,"Indigofera glabra","Indigofera glabra",FALSE,FALSE,FALSE
1,"Indigofera hermannioides","Indigofera hermannioides",FALSE,FALSE,FALSE
1,"Indigofera inhambanensis","Indigofera inhambanensis",TRUE,FALSE,FALSE
1,"Indigofera kirkii","Indigofera kirkii",FALSE,FALSE,FALSE
1,"Indigofera monantha","Indigofera monantha",TRUE,FALSE,FALSE
1,"Indigofera mysorensis","Indigofera mysorensis",FALSE,FALSE,FALSE
1,"Indigofera nebrowniana","Indigofera nebrowniana",FALSE,FALSE,FALSE
1,"Indigofera phymatodea","Indigofera phymatodea",FALSE,FALSE,FALSE
1,"Indigofera strobilifera","Indigofera strobilifera",TRUE,FALSE,FALSE
1,"Indigofera suaveolens","Indigofera suaveolens",FALSE,FALSE,FALSE
1,"Indigofera tanganyikensis","Indigofera tanganyikensis",FALSE,FALSE,FALSE
1,"Indigofera uniflora","Indigofera uniflora",FALSE,FALSE,FALSE
1,"Indigofera vohemanarensis","Indigofera vohemarensis",FALSE,FALSE,FALSE
1,"Indigofera wightii","Indigofera wightii",FALSE,FALSE,FALSE
1,"Indigofera wituensis","Indigofera wituensis",FALSE,FALSE,FALSE
1,"Inga acuminata","Inga acuminata",TRUE,FALSE,FALSE
1,"Inga adenophylla","Inga adenophylla",FALSE,FALSE,FALSE
1,"Inga brenesii","Inga brenesii",FALSE,FALSE,FALSE
1,"Inga capitata","Inga capitata",TRUE,FALSE,FALSE
1,"Inga cocleensis","Inga cocleensis",FALSE,FALSE,FALSE
1,"Inga densiflora","Inga densiflora",TRUE,FALSE,FALSE
1,"Inga edulis","Inga edulis",TRUE,FALSE,FALSE
1,"Inga fagifolia","Inga fagifolia",FALSE,FALSE,FALSE
1,"Inga fanchoniana","Inga fanchoniana",TRUE,FALSE,FALSE
1,"Inga feuillei","Inga feuillei",FALSE,FALSE,FALSE
1,"Inga goldmanii","Inga goldmanii",FALSE,FALSE,FALSE
1,"Inga hayesii","Inga hayesii",TRUE,FALSE,FALSE
1,"Inga heterophylla","Inga heterophylla",TRUE,FALSE,FALSE
1,"Inga huberi","Inga huberi",TRUE,FALSE,FALSE
1,"Inga laurina","Inga laurina",TRUE,FALSE,FALSE
1,"Inga longispina","Inga longispica",FALSE,FALSE,FALSE
1,"Inga marginata","Inga marginata",FALSE,FALSE,FALSE
1,"Inga minutula","Inga minutula",FALSE,FALSE,FALSE
1,"Inga mortoniana","Inga mortoniana",TRUE,FALSE,FALSE
1,"Inga mucuna","Inga mucuna",FALSE,FALSE,FALSE
1,"Inga multijuga","Inga multijuga",FALSE,FALSE,FALSE
1,"Inga nobilis","Inga nobilis",TRUE,FALSE,TRUE
1,"Inga oestediana","Inga oerstediana",FALSE,FALSE,FALSE
1,"Inga ornata","Inga ornata",FALSE,FALSE,FALSE
1,"Inga panaensis","Inga panamensis",FALSE,FALSE,FALSE
1,"Inga paterno","Inga paterno",TRUE,FALSE,FALSE
1,"Inga pauciflora","Inga pauciflora",FALSE,FALSE,FALSE
1,"Inga pezizifera","Inga pezizifera",TRUE,FALSE,TRUE
1,"Inga punctata","Inga punctata",TRUE,FALSE,FALSE
1,"Inga quaternata","Inga quaternata",FALSE,FALSE,FALSE
1,"Inga ruiziana","Inga ruiziana",FALSE,FALSE,FALSE
1,"Inga sapindoides","Inga sapindoides",FALSE,FALSE,FALSE
1,"Inga setulifera","Inga setulifera",FALSE,FALSE,FALSE
1,"Inga spectabilis","Inga spectabilis",TRUE,FALSE,FALSE
1,"Inga spuria","Inga spuria",FALSE,FALSE,FALSE
1,"Inga stipularis","Inga stipularis",TRUE,FALSE,FALSE
1,"Inga thibaultiana","Inga thibaudiana",FALSE,FALSE,FALSE
1,"Inga tribaudina","Inga thibaudina",FALSE,FALSE,FALSE
1,"Inga umbellifera","Inga umbellifera",TRUE,FALSE,FALSE
1,"Inga unguis",NA,FALSE,FALSE,FALSE
1,"Inga uruguaensis","Inga uruguensis",FALSE,FALSE,FALSE
1,"Inga vera","Inga vera",TRUE,FALSE,FALSE
1,"Inga villosissima","Inga villosissima",FALSE,FALSE,FALSE
1,"Lablab vulgaris","Lablab vulgaris",FALSE,FALSE,FALSE
1,"Leonardoxa africana","Leonardoxa africana",FALSE,TRUE,FALSE
1,"Leucaena esculenta","Leucaena esculenta",TRUE,FALSE,FALSE
1,"Leucaena leucocephala","Leucaena leucocephala",TRUE,FALSE,TRUE
1,"Leucaena multicapitula","Leucaena multicapitula",TRUE,FALSE,FALSE
1,"Leucaena retusa","Leucaena retusa",TRUE,FALSE,TRUE
1,"Libidibia ferrea","Libidibia ferrea",FALSE,FALSE,FALSE
1,"Lysiloma latisiliqua","Lysiloma latisiliqua",FALSE,FALSE,FALSE
1,"Lysiloma sabicu","Lysiloma sabicu",FALSE,FALSE,FALSE
1,"Lysiloma thornberi","Lysiloma thornberi",FALSE,FALSE,FALSE
1,"Macroptilium erythroloma","Macroptilium erythroloma",TRUE,FALSE,FALSE
1,"Mariosousa acatlensis","Mariosousa acatlensis",FALSE,FALSE,FALSE
1,"Mariosousa centralis","Mariosousa centralis",FALSE,FALSE,FALSE
1,"Mariosousa compacta","Mariosousa compacta",FALSE,FALSE,FALSE
1,"Mariosousa coulteri","Mariosousa coulteri",FALSE,FALSE,FALSE
1,"Mariosousa dolichostachya","Mariosousa dolichostachya",FALSE,FALSE,FALSE
1,"Mariosousa durangensis","Mariosousa durangensis",FALSE,FALSE,FALSE
1,"Mariosousa mammifera","Mariosousa mammifera",FALSE,FALSE,FALSE
1,"Mariosousa millefolia","Mariosousa millefolia",FALSE,FALSE,FALSE
1,"Mariosousa ruselliana","Mariosousa russelliana",FALSE,FALSE,FALSE
1,"Mariosousa salazarii","Mariosousa salazarii",FALSE,FALSE,FALSE
1,"Mariosousa sericea","Mariosousa sericea",FALSE,FALSE,FALSE
1,"Mariosousa usumacintensis","Mariosousa usumacintensis",FALSE,FALSE,FALSE
1,"Mariosousa willardiana","Mariosousa willardiana",FALSE,FALSE,FALSE
1,"Microlobius foetidus","Microlobius foetidus",TRUE,FALSE,FALSE
1,"Mimosa colombiana","Mimosa colombiana",FALSE,FALSE,FALSE
1,"Mimosa guilandinae","Mimosa guilandinae",TRUE,FALSE,FALSE
1,"Mimosa irrigua","Mimosa irrigua",TRUE,FALSE,FALSE
1,"Mimosa lepidophora","Mimosa lepidophora",FALSE,FALSE,FALSE
1,"Mimosa myriadena","Mimosa myriadena",FALSE,FALSE,FALSE
1,"Mimosa nothacacia","Mimosa nothacacia",FALSE,FALSE,FALSE
1,"Mimosa pithecolobioides","Mimosa pithecolobioides",FALSE,FALSE,FALSE
1,"Mimosa revoluta","Mimosa revoluta",FALSE,FALSE,FALSE
1,"Mimosa rufescens","Mimosa rufescens",FALSE,FALSE,FALSE
1,"Mimosa townsendii","Mimosa townsendii",FALSE,FALSE,FALSE
1,"Mimosa watsonii","Mimosa watsonii",FALSE,FALSE,FALSE
1,"Mimosa xanthocentra","Mimosa xanthocentra",TRUE,FALSE,FALSE
1,"Mimozyganthus sp.",NA,FALSE,FALSE,FALSE
1,"Momoschisma sp.",NA,FALSE,FALSE,FALSE
1,"Monoptera angustifolia","Monoptera sch.bip.",FALSE,FALSE,FALSE
1,"Monoptera uaucu","Monoptera sch.bip.",FALSE,FALSE,FALSE
1,"Mucuna gigantea","Mucuna gigantea",TRUE,FALSE,FALSE
1,"Mucuna pruriens","Mucuna pruriens",FALSE,FALSE,FALSE
1,"Neptunia plena","Neptunia plena",TRUE,FALSE,FALSE
1,"Parapiptadenia aff. zehntneri",NA,FALSE,FALSE,FALSE
1,"Parapiptadenia excelsa","Parapiptadenia excelsa",TRUE,FALSE,FALSE
1,"Parapiptadenia zehntneri","Parapiptadenia zehntneri",FALSE,FALSE,FALSE
1,"Parkia auriculata","Parkia auriculata",FALSE,FALSE,FALSE
1,"Parkia bicolor","Parkia bicolor",FALSE,FALSE,FALSE
1,"Parkia biglobosa","Parkia biglobosa",FALSE,FALSE,FALSE
1,"Parkia decussata","Parkia decussata",TRUE,FALSE,FALSE
1,"Parkia discolor","Parkia discolor",TRUE,FALSE,FALSE
1,"Parkia filicoidea","Parkia filicoidea",TRUE,FALSE,FALSE
1,"Parkia javanica","Parkia javanica",FALSE,FALSE,FALSE
1,"Parkia madagascariensis","Parkia madagascariensis",FALSE,FALSE,FALSE
1,"Parkia nitida","Parkia nitida",TRUE,FALSE,FALSE
1,"Parkia oppositifolia","Parkia oppositifolia",FALSE,FALSE,FALSE
1,"Parkia paraensis","Parkia paraensis",FALSE,FALSE,FALSE
1,"Parkia pectinata","Parkia pectinata",FALSE,FALSE,FALSE
1,"Parkia pendula","Parkia pendula",TRUE,FALSE,FALSE
1,"Parkia singularis","Parkia singularis",FALSE,FALSE,FALSE
1,"Parkia streptocarpa","Parkia streptocarpa",FALSE,FALSE,FALSE
1,"Parkia ulei","Parkia ulei",TRUE,FALSE,FALSE
1,"Pentaclethra macroloba","Pentaclethra macroloba",TRUE,FALSE,TRUE
1,"Phaseolus angularis","Phaseolus angularis",FALSE,FALSE,FALSE
1,"Phaseolus atropurpureus","Phaseolus atropurpureus",FALSE,FALSE,FALSE
1,"Phaseolus calcaratus","Phaseolus calcaratus",FALSE,FALSE,FALSE
1,"Phaseolus caracalla","Phaseolus caracalla",FALSE,FALSE,FALSE
1,"Phaseolus lunatus","Phaseolus lunatus",TRUE,FALSE,TRUE
1,"Phaseolus multiflorus","Phaseolus multiflorus",FALSE,FALSE,FALSE
1,"Phaseolus nipponensis","Phaseolus nipponensis",FALSE,FALSE,FALSE
1,"Phaseolus radiatus","Phaseolus radiatus",FALSE,FALSE,FALSE
1,"Phaseolus vividissimus","Phaseolus viridissimus",FALSE,FALSE,FALSE
1,"Phaseolus vulgaris","Phaseolus vulgaris",TRUE,FALSE,TRUE
1,"Piptadenia adiantoides","Piptadenia adiantoides",TRUE,FALSE,FALSE
1,"Piptadenia buchtienii","Piptadenia buchtienii",FALSE,FALSE,FALSE
1,"Piptadenia flava","Piptadenia flava",TRUE,FALSE,FALSE
1,"Piptadenia foederale",NA,FALSE,FALSE,FALSE
1,"Piptadenia gonoacantha","Piptadenia gonoacantha",TRUE,FALSE,FALSE
1,"Piptadenia leucoxylon","Piptadenia leucoxylon",FALSE,FALSE,FALSE
1,"Piptadenia stipulacea","Piptadenia stipulacea",TRUE,FALSE,FALSE
1,"Piptadenia trisperma","Piptadenia trisperma",FALSE,FALSE,FALSE
1,"Piptadenia viridiflora","Piptadenia viridiflora",TRUE,FALSE,FALSE
1,"Pithecellobium barbourianum","Pithecellobium barbourianum",FALSE,FALSE,FALSE
1,"Pithecellobium brevifolium","Pithecellobium brevifolium",FALSE,FALSE,FALSE
1,"Pithecellobium clypearia","Pithecellobium clypearia",FALSE,FALSE,FALSE
1,"Pithecellobium dinizzi","Pithecellobium dinizii",FALSE,FALSE,FALSE
1,"Pithecellobium diversifolium","Pithecellobium diversifolium",TRUE,FALSE,FALSE
1,"Pithecellobium dulse","Pithecellobium dulce",FALSE,FALSE,FALSE
1,"Pithecellobium hymenaefolium","Pithecellobium hymenaeafolium",FALSE,FALSE,FALSE
1,"Pithecellobium hystrix","Pithecellobium hystrix",FALSE,FALSE,FALSE
1,"Pithecellobium lingustrinum","Pithecellobium ligustrinum",FALSE,FALSE,FALSE
1,"Pithecellobium longifolium","Pithecellobium longifolium",FALSE,FALSE,FALSE
1,"Pithecellobium macradenium","Pithecellobium macradenium",FALSE,FALSE,FALSE
1,"Pithecellobium rufescens","Pithecellobium rufescens",FALSE,FALSE,FALSE
1,"Pithecellobium saman","Pithecellobium saman",FALSE,TRUE,FALSE
1,"Pithecellobium unguis-cati","Pithecellobium unguis-cati",TRUE,FALSE,FALSE
1,"Pityrocarpa moniliformis","Pityrocarpa moniliformis",FALSE,FALSE,FALSE
1,"Pityrocarpa obliqua","Pityrocarpa obliqua",FALSE,FALSE,FALSE
1,"Plathymenia ptadenia",NA,FALSE,FALSE,FALSE
1,"Plathymenia reticulata","Plathymenia reticulata",FALSE,FALSE,FALSE
1,"Poinciana regia","Poinciana regia",FALSE,FALSE,FALSE
1,"Poincianella bracteosa","Poincianella bracteosa",FALSE,FALSE,FALSE
1,"Poincianella gardeneriana","Poincianella gardneriana",FALSE,FALSE,FALSE
1,"Prosopis juliflora","Prosopis juliflora",TRUE,FALSE,TRUE
1,"Prosopis pallida","Prosopis pallida",TRUE,FALSE,FALSE
1,"Pseudopiptadenia psilostachya","Pseudopiptadenia psilostachya",TRUE,FALSE,FALSE
1,"Pseudopiptadenia suaveolens","Pseudopiptadenia suaveolens",FALSE,FALSE,FALSE
1,"Pueraria montana","Pueraria montana",TRUE,FALSE,FALSE
1,"Rhynchosia capitata","Rhynchosia capitata",FALSE,FALSE,FALSE
1,"Rhynchosia falconi","Rhynchosia falconeri",FALSE,FALSE,FALSE
1,"Rhynchosia minima","Rhynchosia minima",TRUE,FALSE,TRUE
1,"Rhynchosia nummularia","Rhynchosia nummularia",FALSE,FALSE,FALSE
1,"Robinia pseudo-acacia","Robinia pseudo-acacia",FALSE,FALSE,FALSE
1,"Samanea dinklagei","Samanea dinklagei",FALSE,FALSE,FALSE
1,"Senegalia bonariensis","Senegalia bonariensis",FALSE,FALSE,FALSE
1,"Senegalia catechu","Senegalia catechu",FALSE,FALSE,FALSE
1,"Senegalia etilis","Senegalia etilis",FALSE,FALSE,FALSE
1,"Senegalia kelloggiana","Senegalia kelloggiana",FALSE,FALSE,FALSE
1,"Senegalia klugii","Senegalia klugii",FALSE,FALSE,FALSE
1,"Senegalia macbridei","Senegalia macbridei",FALSE,FALSE,FALSE
1,"Senegalia modesta","Senegalia modesta",FALSE,FALSE,FALSE
1,"Senegalia monacantha","Senegalia monacantha",FALSE,FALSE,FALSE
1,"Senegalia polyphylla","Senegalia polyphylla",FALSE,FALSE,FALSE
1,"Senegalia praecox","Senegalia praecox",FALSE,FALSE,FALSE
1,"Senegalia riparia","Senegalia riparia",FALSE,FALSE,FALSE
1,"Senegalia velutina","Senegalia velutina",FALSE,FALSE,FALSE
1,"Senegalia visco","Senegalia visco",FALSE,FALSE,FALSE
1,"Senna acclinis","Senna acclinis",FALSE,FALSE,FALSE
1,"Senna aciphylla","Senna aciphylla",FALSE,FALSE,FALSE
1,"Senna acuparata","Senna acuparata",FALSE,FALSE,FALSE
1,"Senna acuruensis","Senna acuruensis",FALSE,FALSE,FALSE
1,"Senna affinis","Senna affinis",FALSE,FALSE,FALSE
1,"Senna angulata","Senna angulata",FALSE,FALSE,FALSE
1,"Senna angustisiliqua","Senna angustisiliqua",FALSE,FALSE,FALSE
1,"Senna aphylla","Senna aphylla",TRUE,FALSE,FALSE
1,"Senna apiculata","Senna apiculata",FALSE,FALSE,FALSE
1,"Senna apisdoneura","Senna apsidoneura",FALSE,FALSE,FALSE
1,"Senna araucarietorum","Senna araucarietorum",FALSE,FALSE,FALSE
1,"Senna argentea","Senna argentea",FALSE,FALSE,FALSE
1,"Senna arida","Senna arida",FALSE,FALSE,FALSE
1,"Senna aristeguietae","Senna aristeguietae",FALSE,FALSE,FALSE
1,"Senna armata","Senna armata",FALSE,FALSE,FALSE
1,"Senna arnottiana","Senna arnottiana",FALSE,FALSE,FALSE
1,"Senna artemisioides","Senna artemisioides",FALSE,FALSE,FALSE
1,"Senna aurantia","Senna aurantia",FALSE,FALSE,FALSE
1,"Senna australis","Senna australis",FALSE,FALSE,FALSE
1,"Senna aversiflora","Senna aversiflora",TRUE,FALSE,FALSE
1,"Senna aymara","Senna aymara",FALSE,FALSE,FALSE
1,"Senna bacillaris","Senna bacillaris",TRUE,FALSE,FALSE
1,"Senna barclayana","Senna barclayana",TRUE,FALSE,FALSE
1,"Senna bauhiniodes","Senna bauhinioides",FALSE,FALSE,FALSE
1,"Senna benitoensis","Senna benitoensis",FALSE,FALSE,FALSE
1,"Senna bicapsularis","Senna bicapsularis",TRUE,FALSE,FALSE
1,"Senna birostris","Senna birostris",FALSE,FALSE,FALSE
1,"Senna brongniartii","Senna brongniartii",FALSE,FALSE,FALSE
1,"Senna burkatiana","Senna burkartiana",FALSE,FALSE,FALSE
1,"Senna cajamarcae","Senna cajamarcae",FALSE,FALSE,FALSE
1,"Senna cana","Senna cana",TRUE,FALSE,FALSE
1,"Senna candolleana","Senna candolleana",TRUE,FALSE,FALSE
1,"Senna cardiosperma","Senna cardiosperma",FALSE,FALSE,FALSE
1,"Senna caudata","Senna caudata",FALSE,FALSE,FALSE
1,"Senna cernua","Senna cernua",FALSE,FALSE,FALSE
1,"Senna chacoensis","Senna chacoensis",FALSE,FALSE,FALSE
1,"Senna chloroclada","Senna chloroclada",FALSE,FALSE,FALSE
1,"Senna chrysocarpa","Senna chrysocarpa",TRUE,FALSE,FALSE
1,"Senna cobanensis","Senna cobanensis",FALSE,FALSE,FALSE
1,"Senna collicola","Senna collicola",FALSE,FALSE,FALSE
1,"Senna confinis","Senna confinis",FALSE,FALSE,FALSE
1,"Senna cornigera","Senna cornigera",FALSE,FALSE,FALSE
1,"Senna coronilloides","Senna coronilloides",FALSE,FALSE,FALSE
1,"Senna corymbosa","Senna corymbosa",TRUE,FALSE,TRUE
1,"Senna covesii","Senna covesii",TRUE,FALSE,FALSE
1,"Senna crassiramea","Senna crassiramea",FALSE,FALSE,FALSE
1,"Senna crotalarioides","Senna crotalarioides",FALSE,FALSE,FALSE
1,"Senna cruckshanksii","Senna cruckshanksii",FALSE,FALSE,FALSE
1,"Senna cuatrecasasii","Senna cuatrecasasii",FALSE,FALSE,FALSE
1,"Senna cumingii","Senna cumingii",TRUE,FALSE,FALSE
1,"Senna dariensis","Senna dariensis",FALSE,FALSE,FALSE
1,"Senna demissa","Senna demissa",FALSE,FALSE,FALSE
1,"Senna durangensis","Senna durangensis",FALSE,FALSE,FALSE
1,"Senna foetidissima","Senna foetidissima",FALSE,FALSE,FALSE
1,"Senna formosa","Senna formosa",FALSE,FALSE,FALSE
1,"Senna fruiticosa","Senna fruticosa",FALSE,FALSE,FALSE
1,"Senna gardneri","Senna gardneri",TRUE,FALSE,FALSE
1,"Senna georgica","Senna georgica",FALSE,FALSE,FALSE
1,"Senna glutinosa","Senna glutinosa",FALSE,FALSE,FALSE
1,"Senna guatemalensis","Senna guatemalensis",FALSE,FALSE,FALSE
1,"Senna harleyi","Senna harleyi",FALSE,FALSE,FALSE
1,"Senna hayesiana","Senna hayesiana",FALSE,FALSE,FALSE
1,"Senna hebecarpa","Senna hebecarpa",FALSE,FALSE,FALSE
1,"Senna herzogii","Senna herzogii",FALSE,FALSE,FALSE
1,"Senna hilariana","Senna hilariana",FALSE,FALSE,FALSE
1,"Senna hirsuta","Senna hirsuta",FALSE,FALSE,FALSE
1,"Senna holwayana","Senna holwayana",FALSE,FALSE,FALSE
1,"Senna huancabambae","Senna huancabambae",FALSE,FALSE,FALSE
1,"Senna huilana","Senna huilana",FALSE,FALSE,FALSE
1,"Senna incarnata","Senna incarnata",FALSE,FALSE,FALSE
1,"Senna insularis","Senna insularis",FALSE,FALSE,FALSE
1,"Senna itatiaiae","Senna itatiaiae",FALSE,FALSE,FALSE
1,"Senna koelziana","Senna koelziana",FALSE,FALSE,FALSE
1,"Senna kuhlmanii","Senna kuhlmannii",FALSE,FALSE,FALSE
1,"Senna kurtzii","Senna kurtzii",FALSE,FALSE,FALSE
1,"Senna lasseingniana","Senna lasseigniana",FALSE,FALSE,FALSE
1,"Senna latifolia","Senna latifolia",TRUE,FALSE,FALSE
1,"Senna lechriosperma","Senna lechriosperma",FALSE,FALSE,FALSE
1,"Senna leiophylla","Senna leiophylla",FALSE,FALSE,FALSE
1,"Senna ligustrina","Senna ligustrina",FALSE,FALSE,FALSE
1,"Senna lindheimeriana","Senna lindheimeriana",TRUE,FALSE,FALSE
1,"Senna longiglandulosa","Senna longiglandulosa",FALSE,FALSE,FALSE
1,"Senna loretensis","Senna loretensis",FALSE,FALSE,FALSE
1,"Senna lourteigiana","Senna lourteigiana",FALSE,FALSE,FALSE
1,"Senna macranthera","Senna macranthera",FALSE,FALSE,FALSE
1,"Senna macrophylla","Senna macrophylla",FALSE,FALSE,FALSE
1,"Senna malspinae","Senna malaspinae",FALSE,FALSE,FALSE
1,"Senna mandoni","Senna mandoni",FALSE,FALSE,FALSE
1,"Senna marilandica","Senna marilandica",TRUE,FALSE,FALSE
1,"Senna mensicola","Senna mensicola",FALSE,FALSE,FALSE
1,"Senna mexicana","Senna mexicana",FALSE,FALSE,FALSE
1,"Senna morongii","Senna morongii",FALSE,FALSE,FALSE
1,"Senna mucronifera","Senna mucronifera",FALSE,FALSE,FALSE
1,"Senna multifoliata","Senna multifoliolata",FALSE,FALSE,FALSE
1,"Senna multiglandulosa","Senna multiglandulosa",TRUE,FALSE,FALSE
1,"Senna multijuga","Senna multijuga",TRUE,FALSE,TRUE
1,"Senna mutisiana","Senna mutisiana",FALSE,FALSE,FALSE
1,"Senna nana","Senna nana",FALSE,FALSE,FALSE
1,"Senna neglecta","Senna neglecta",FALSE,FALSE,FALSE
1,"Senna nitida","Senna nitida",TRUE,FALSE,FALSE
1,"Senna obliqua","Senna obliqua",FALSE,FALSE,FALSE
1,"Senna oblongifolia","Senna oblongifolia",FALSE,FALSE,FALSE
1,"Senna obtusifolia","Senna obtusifolia",TRUE,FALSE,FALSE
1,"Senna occidentalis","Senna occidentalis",TRUE,FALSE,FALSE
1,"Senna odorata","Senna odorata",FALSE,FALSE,FALSE
1,"Senna oligoclada","Senna oligoclada",FALSE,FALSE,FALSE
1,"Senna orcuttii","Senna orcuttii",FALSE,FALSE,FALSE
1,"Senna organesis","Senna organensis",FALSE,FALSE,FALSE
1,"Senna oxyphylla","Senna oxyphylla",TRUE,FALSE,FALSE
1,"Senna pallida","Senna pallida",TRUE,FALSE,FALSE
1,"Senna papillosa","Senna papillosa",FALSE,FALSE,FALSE
