Name,Phy,EFN
Dolichoderus lutosus,Dolichoderus_lutosus,0
Dolichoderus mariae,Dolichoderus_mariae,0
Dolichoderus mazaruni,Dolichoderus_mazaruni,0
Dolichoderus patens,Dolichoderus_patens,0
Dolichoderus pilosus,Dolichoderus_pilosus,0
Dolichoderus plagiatus,Dolichoderus_plagiatus,0
Dolichoderus pustulatus,Dolichoderus_pustulatus,0
Dolichoderus quadridenticulatus,Dolichoderus_quadridenticulatus,0
Dolichoderus quadripunctatus,Dolichoderus_quadripunctatus,0
Dolichoderus sagmanotus,Dolichoderus_sagmanotus,0
Dolichoderus shattucki,Dolichoderus_shattucki,0
Dolichoderus squamanodus,Dolichoderus_squamanodus,0
Dolichoderus sulcaticeps,Dolichoderus_sulcaticeps,0
Dolichoderus sundari,Dolichoderus_sundari,0
Dolichoderus taprobanae,Dolichoderus_taprobanae,0
Dolichoderus tridentanodus,Dolichoderus_tridentanodus,0
Dolichoderus tuberifer,Dolichoderus_tuberifer,0
Dolichoderus utriensis,Dolichoderus_utriensis,0
Dolopomyrmex pilatus,Dolopomyrmex_pilatus,0
Dorylus affinis,Dorylus_affinis,0
Dorylus brevipennis,Dorylus_brevipennis,0
Dorylus fulvus,Dorylus_fulvus,0
Dorylus gribodoi,Dorylus_gribodoi,0
Dorylus helvolus,Dorylus_helvolus,0
Dorylus kohli,Dorylus_kohli,0
Dorylus labiatus,Dorylus_labiatus,0
Dorylus laevigatus,Dorylus_laevigatus,0
Dorylus mayri,Dorylus_mayri,0
Dorylus nigricans,Dorylus_nigricans,0
Dorylus orientalis,Dorylus_orientalis,0
Dorylus rufescens,Dorylus_rufescens,0
Dorylus termitarius,Dorylus_termitarius,0
Dorylus wilverthi,Dorylus_wilverthi,0
Dorymyrmex amazonicus,Dorymyrmex_amazonicus,0
Dorymyrmex antarcticus,Dorymyrmex_antarcticus,0
Dorymyrmex bicolor,Dorymyrmex_bicolor,0
Dorymyrmex biconis,Dorymyrmex_biconis,0
Dorymyrmex breviscapis,Dorymyrmex_breviscapis,0
Dorymyrmex brunneus,Dorymyrmex_brunneus,0
Dorymyrmex bureni,Dorymyrmex_bureni,0
Dorymyrmex exsanguis,Dorymyrmex_exsanguis,0
Dorymyrmex flavus,Dorymyrmex_flavus,0
Dorymyrmex goetschi,Dorymyrmex_goetschi,0
Dorymyrmex insanus,Dorymyrmex_insanus,0
Dorymyrmex pyramicus,Dorymyrmex_pyramicus,0
Dorymyrmex reginicula,Dorymyrmex_reginicula,0
Dorymyrmex smithi,Dorymyrmex_smithi,0
Dorymyrmex thoracicus,Dorymyrmex_thoracicus,0
Dorymyrmex tuberosus,Dorymyrmex_tuberosus,0
Dorymyrmex wolffhuegeli,Dorymyrmex_wolffhuegeli,0
Dorymyrmex xerophylus,Dorymyrmex_xerophylus,0
Echinopla cherapunjiensis,Echinopla_cherapunjiensis,0
Echinopla lineata,Echinopla_lineata,0
Echinopla melanarctos,Echinopla_melanarctos,0
Echinopla mistura,Echinopla_mistura,0
Echinopla pallipes,Echinopla_pallipes,0
Echinopla turneri,Echinopla_turneri,0
Eciton burchellii,Eciton_burchellii,0
Eciton dulcium,Eciton_dulcium,0
Eciton hamatum,Eciton_hamatum,0
Eciton lucanoides,Eciton_lucanoides,0
Eciton mexicanum,Eciton_mexicanum,0
Eciton quadriglume,Eciton_quadriglume,0
Eciton rapax,Eciton_rapax,0
Eciton vagans,Eciton_vagans,0
Ectatomma brunneum,Ectatomma_brunneum,0
Ectatomma goninion,Ectatomma_goninion,0
Ectatomma lugens,Ectatomma_lugens,0
Ectatomma muticum,Ectatomma_muticum,0
Ectatomma opaciventre,Ectatomma_opaciventre,0
Ectatomma parasiticum,Ectatomma_parasiticum,0
Ectatomma permagnum,Ectatomma_permagnum,0
Ectatomma planidens,Ectatomma_planidens,0
Ectatomma quadridens,Ectatomma_quadridens,0
Ectatomma suzanae,Ectatomma_suzanae,0
Ectatomma vizottoi,Ectatomma_vizottoi,0
Ectomomyrmex annamitus,Ectomomyrmex_annamitus,0
Ectomomyrmex insulanus,Ectomomyrmex_insulanus,0
Ectomomyrmex javanus,Ectomomyrmex_javanus,0
Ectomomyrmex leeuwenhoeki,Ectomomyrmex_leeuwenhoeki,0
Ectomomyrmex sauteri,Ectomomyrmex_sauteri,0
Ectomomyrmex zhengi,Ectomomyrmex_zhengi,0
Emeryopone melaina,Emeryopone_melaina,0
Emeryopone narendrani,Emeryopone_narendrani,0
Eoformica expectans,Eoformica_expectans,0
Epopostruma inornata,Epopostruma_inornata,0
Epopostruma monstrosa,Epopostruma_monstrosa,0
Epopostruma quadrispinosa,Epopostruma_quadrispinosa,0
Eulithomyrmex rugosus,Eulithomyrmex_rugosus,0
Eulithomyrmex striatus,Eulithomyrmex_striatus,0
Euprenolepis antespectans,Euprenolepis_antespectans,0
Euprenolepis procera,Euprenolepis_procera,0
Euprenolepis wittei,Euprenolepis_wittei,0
Eurhopalothrix apharogonia,Eurhopalothrix_apharogonia,0
Eurhopalothrix bolaui,Eurhopalothrix_bolaui,0
Eurhopalothrix cinnamea,Eurhopalothrix_cinnamea,0
Eurhopalothrix depressa,Eurhopalothrix_depressa,0
Eurhopalothrix dubia,Eurhopalothrix_dubia,0
Eurhopalothrix elke,Eurhopalothrix_elke,0
Eurhopalothrix floridana,Eurhopalothrix_floridana,0
Eurhopalothrix heliscata,Eurhopalothrix_heliscata,0
Eurhopalothrix hoplites,Eurhopalothrix_hoplites,0
Eurhopalothrix procera,Eurhopalothrix_procera,0
Eurhopalothrix schmidti,Eurhopalothrix_schmidti,0
Eutetramorium mocquerysi,Eutetramorium_mocquerysi,0
Forelius andinus,Forelius_andinus,0
Forelius breviscapus,Forelius_breviscapus,0
Forelius chalybaeus,Forelius_chalybaeus,0
Forelius damiani,Forelius_damiani,0
Forelius foetida,Forelius_foetida,0
Forelius macrops,Forelius_macrops,0
Forelius mccooki,Forelius_mccooki,0
Forelius nigriventris,Forelius_nigriventris,0
Forelius pusillus,Forelius_pusillus,0
Forelophilus overbecki,Forelophilus_overbecki,0
Forelophilus philippinensis,Forelophilus_philippinensis,0
Forelophilus stefanschoedli,Forelophilus_stefanschoedli,0
Formica adamsi,Formica_adamsi,0
Formica aerata,Formica_aerata,0
Formica altayensis,Formica_altayensis,0
Formica altipetens,Formica_altipetens,0
Formica anatolica,Formica_anatolica,0
Formica aquilonia,Formica_aquilonia,0
Formica archboldi,Formica_archboldi,0
Formica argentea,Formica_argentea,0
Formica aserva,Formica_aserva,0
Formica aseta,Formica_aseta,0
Formica bradleyi,Formica_bradleyi,0
Formica breviscapa,Formica_breviscapa,0
Formica bruni,Formica_bruni,0
Formica calviceps,Formica_calviceps,0
Formica canadensis,Formica_canadensis,0
Formica candida,Formica_candida,0
Formica ciliata,Formica_ciliata,0
Formica cinerea,Formica_cinerea,0
Formica cinereofusca,Formica_cinereofusca,0
Formica clara,Formica_clara,0
Formica criniventris,Formica_criniventris,0
Formica cunicularia,Formica_cunicularia,0
Formica curiosa,Formica_curiosa,0
Formica dachaidanensis,Formica_dachaidanensis,0
Formica dakotensis,Formica_dakotensis,0
Formica decipiens,Formica_decipiens,0
Formica delinghaensis,Formica_delinghaensis,0
Formica densiventris,Formica_densiventris,0
Formica difficilis,Formica_difficilis,0
Formica dolosa,Formica_dolosa,0
Formica dusmeti,Formica_dusmeti,0
Formica exsecta,Formica_exsecta,0
Formica exsectoides,Formica_exsectoides,0
Formica fennica,Formica_fennica,0
Formica foreli,Formica_foreli,0
Formica forsslundi,Formica_forsslundi,0
Formica frontalis,Formica_frontalis,0
Formica fukaii,Formica_fukaii,0
Formica fuscocinerea,Formica_fuscocinerea,0
Formica gagates,Formica_gagates,0
Formica gagatoides,Formica_gagatoides,0
Formica georgica,Formica_georgica,0
Formica gerardi,Formica_gerardi,0
Formica glabridorsis,Formica_glabridorsis,0
Formica glauca,Formica_glauca,0
Formica gnava,Formica_gnava,0
Formica gynocrates,Formica_gynocrates,0
Formica hayashi,Formica_hayashi,0
Formica hewitti,Formica_hewitti,0
Formica ignivora,Formica_ignivora,0
Formica incerta,Formica_incerta,0
Formica integra,Formica_integra,0
Formica integroides,Formica_integroides,0
Formica laeviceps,Formica_laeviceps,0
Formica lasioides,Formica_lasioides,0
Formica limata,Formica_limata,0
Formica liogaster,Formica_liogaster,0
Formica liopthalma,Formica_liopthalma,0
Formica lugubris,Formica_lugubris,0
Formica maculata,Formica_maculata,0
Formica malabarica,Formica_malabarica,0
Formica manchu,Formica_manchu,0
Formica mesasiatica,Formica_mesasiatica,0
Formica microgyna,Formica_microgyna,0
Formica miniocca,Formica_miniocca,0
Formica moki,Formica_moki,0
Formica montana,Formica_montana,0
Formica neoclara,Formica_neoclara,0
Formica neogagates,Formica_neogagates,0
Formica neorufibarbis,Formica_neorufibarbis,0
Formica obscuripes,Formica_obscuripes,0
Formica obscuriventris,Formica_obscuriventris,0
Formica occulta,Formica_occulta,0
Formica opaciventris,Formica_opaciventris,0
Formica opacus,Formica_opacus,0
Formica orangea,Formica_orangea,0
Formica oreas,Formica_oreas,0
Formica pacifica,Formica_pacifica,0
Formica paralugubris,Formica_paralugubris,0
Formica pergandei,Formica_pergandei,0
Formica persica,Formica_persica,0
Formica picea,Formica_picea,0
Formica pilicornis,Formica_pilicornis,0
Formica planipilis,Formica_planipilis,0
Formica polyctena,Formica_polyctena,0
Formica pratensis,Formica_pratensis,0
Formica pressilabris,Formica_pressilabris,0
Formica puberula,Formica_puberula,0
Formica ravida,Formica_ravida,0
Formica robusta,Formica_robusta,0
Formica rubicunda,Formica_rubicunda,0
Formica rufa,Formica_rufa,0
Formica rufibarbis,Formica_rufibarbis,0
Formica sanguinea,Formica_sanguinea,0
Formica selysi,Formica_selysi,0
Formica sibylla,Formica_sibylla,0
Formica sinensis,Formica_sinensis,0
Formica spatulata,Formica_spatulata,0
Formica stenoptera,Formica_stenoptera,0
Formica subelongata,Formica_subelongata,0
Formica subintegra,Formica_subintegra,0
Formica subnitens,Formica_subnitens,0
Formica subpilosa,Formica_subpilosa,0
Formica subpolita,Formica_subpolita,0
Formica subsericea,Formica_subsericea,0
Formica suecica,Formica_suecica,0
Formica tarimica,Formica_tarimica,0
Formica testaceipes,Formica_testaceipes,0
Formica tianshanica,Formica_tianshanica,0
Formica transkaucasica,Formica_transkaucasica,0
Formica truncorum,Formica_truncorum,0
Formica ulkei,Formica_ulkei,0
Formica uralensis,Formica_uralensis,0
Formica villiscapa,Formica_villiscapa,0
Formica vinculans,Formica_vinculans,0
Formica wheeleri,Formica_wheeleri,0
Formica xerophila,Formica_xerophila,0
Formica yessensis,Formica_yessensis,0
Formicoxenus diversipilosus,Formicoxenus_diversipilosus,0
Formicoxenus hirticornis,Formicoxenus_hirticornis,0
Formicoxenus nitidulus,Formicoxenus_nitidulus,0
Formicoxenus provancheri,Formicoxenus_provancheri,0
Formicoxenus quebecensis,Formicoxenus_quebecensis,0
Froggattella kirbii,Froggattella_kirbii,0
Furcotanilla furcomandibula,Furcotanilla_furcomandibula,0
Gesomyrmex chaperi,Gesomyrmex_chaperi,0
Gesomyrmex luzonensis,Gesomyrmex_luzonensis,0
Gesomyrmex spatulatus,Gesomyrmex_spatulatus,0
Gesomyrmex tobiasi,Gesomyrmex_tobiasi,0
Gnamptogenys andersoni,Gnamptogenys_andersoni,0
Gnamptogenys annulata,Gnamptogenys_annulata,0
Gnamptogenys aspera,Gnamptogenys_aspera,0
Gnamptogenys aterrima,Gnamptogenys_aterrima,0
Gnamptogenys auricula,Gnamptogenys_auricula,0
Gnamptogenys bicolor,Gnamptogenys_bicolor,0
Gnamptogenys bruchi,Gnamptogenys_bruchi,0
Gnamptogenys cribrata,Gnamptogenys_cribrata,0
Gnamptogenys dichotoma,Gnamptogenys_dichotoma,0
Gnamptogenys enodis,Gnamptogenys_enodis,0
Gnamptogenys flava,Gnamptogenys_flava,0
Gnamptogenys hartmani,Gnamptogenys_hartmani,0
Gnamptogenys horni,Gnamptogenys_horni,0
Gnamptogenys kempfi,Gnamptogenys_kempfi,0
Gnamptogenys lineolata,Gnamptogenys_lineolata,0
Gnamptogenys menadensis,Gnamptogenys_menadensis,0
Gnamptogenys minuta,Gnamptogenys_minuta,0
Gnamptogenys moelleri,Gnamptogenys_moelleri,0
Gnamptogenys nana,Gnamptogenys_nana,0
Gnamptogenys pleurodon,Gnamptogenys_pleurodon,0
Gnamptogenys regularis,Gnamptogenys_regularis,0
Gnamptogenys sinensis,Gnamptogenys_sinensis,0
Gnamptogenys stellae,Gnamptogenys_stellae,0
Gnamptogenys striatula,Gnamptogenys_striatula,0
Gnamptogenys strigata,Gnamptogenys_strigata,0
Gnamptogenys sulcata,Gnamptogenys_sulcata,0
Gnamptogenys tortuolosa,Gnamptogenys_tortuolosa,0
Gnamptogenys triangularis,Gnamptogenys_triangularis,0
Gnamptogenys vriesi,Gnamptogenys_vriesi,0
Gnamptogenys wilsoni,Gnamptogenys_wilsoni,0
Goniomma baeticum,Goniomma_baeticum,0
Goniomma blanci,Goniomma_blanci,0
Goniomma collingwoodi,Goniomma_collingwoodi,0
Goniomma decipiens,Goniomma_decipiens,0
Goniomma hispanicum,Goniomma_hispanicum,0
Goniomma kugleri,Goniomma_kugleri,0
Gracilidris pombero,Gracilidris_pombero,0
Hagensia havilandi,Hagensia_havilandi,0
Harpagoxenus canadensis,Harpagoxenus_canadensis,0
Harpagoxenus sublaevis,Harpagoxenus_sublaevis,0
Harpegnathos saltator,Harpegnathos_saltator,0
Harpegnathos venator,Harpegnathos_venator,0
Heteroponera angulata,Heteroponera_angulata,0
Heteroponera dolo,Heteroponera_dolo,0
Heteroponera imbellis,Heteroponera_imbellis,0
Heteroponera inca,Heteroponera_inca,0
Huberia striata,Huberia_striata,0
Hypoponera abeillei,Hypoponera_abeillei,0
Hypoponera androgyna,Hypoponera_androgyna,0
Hypoponera beppin,Hypoponera_beppin,0
Hypoponera bondroiti,Hypoponera_bondroiti,0
Hypoponera confinis,Hypoponera_confinis,0
Hypoponera distinguenda,Hypoponera_distinguenda,0
Hypoponera dulcis,Hypoponera_dulcis,0
Hypoponera eduardi,Hypoponera_eduardi,0
Hypoponera ergatandria,Hypoponera_ergatandria,0
Hypoponera eutrepta,Hypoponera_eutrepta,0
Hypoponera gleadowi,Hypoponera_gleadowi,0
Hypoponera kalakauae,Hypoponera_kalakauae,0
Hypoponera nippona,Hypoponera_nippona,0
Hypoponera nitidula,Hypoponera_nitidula,0
Hypoponera nubatama,Hypoponera_nubatama,0
Hypoponera opaciceps,Hypoponera_opaciceps,0
Hypoponera opacior,Hypoponera_opacior,0
Hypoponera pruinosa,Hypoponera_pruinosa,0
Hypoponera punctatissima,Hypoponera_punctatissima,0
Hypoponera ragusai,Hypoponera_ragusai,0
Hypoponera sauteri,Hypoponera_sauteri,0
Hypoponera schauinslandi,Hypoponera_schauinslandi,0
Hypoponera tarda,Hypoponera_tarda,0
Iberoformica subrufa,Iberoformica_subrufa,0
Indomyrma bellae,Indomyrma_bellae,0
Iridomyrmex agilis,Iridomyrmex_agilis,0
Iridomyrmex anceps,Iridomyrmex_anceps,0
Iridomyrmex bicknelli,Iridomyrmex_bicknelli,0
Iridomyrmex cellarum,Iridomyrmex_cellarum,0
Iridomyrmex gracilis,Iridomyrmex_gracilis,0
Iridomyrmex pallidus,Iridomyrmex_pallidus,0
Iridomyrmex purpureus,Iridomyrmex_purpureus,0
Iridomyrmex reburrus,Iridomyrmex_reburrus,0
Iridomyrmex rufoniger,Iridomyrmex_rufoniger,0
Iridomyrmex sanguineus,Iridomyrmex_sanguineus,0
Iridomyrmex spodipilus,Iridomyrmex_spodipilus,0
Iridomyrmex suchieri,Iridomyrmex_suchieri,0
Iridomyrmex viridiaeneus,Iridomyrmex_viridiaeneus,0
Iridomyrmex viridigaster,Iridomyrmex_viridigaster,0
Iroponera odax,Iroponera_odax,0
Kartidris ashima,Kartidris_ashima,0
Kartidris fujianensis,Kartidris_fujianensis,0
Kartidris galos,Kartidris_galos,0
Labidus coecus,Labidus_coecus,0
Labidus mars,Labidus_mars,0
Labidus nero,Labidus_nero,0
Labidus praedator,Labidus_praedator,0
Lachnomyrmex grandis,Lachnomyrmex_grandis,0
Lachnomyrmex plaumanni,Lachnomyrmex_plaumanni,0
Lasiomyrma wiwatwitayai,Lasiomyrma_wiwatwitayai,0
Lasiophanes picinus,Lasiophanes_picinus,0
Lasiophanes valdiviensis,Lasiophanes_valdiviensis,0
Lasius affinis,Lasius_affinis,0
Lasius alienoflavus,Lasius_alienoflavus,0
Lasius alienus,Lasius_alienus,0
Lasius austriacus,Lasius_austriacus,0
Lasius balcanicus,Lasius_balcanicus,0
Lasius balearicus,Lasius_balearicus,0
Lasius bicornis,Lasius_bicornis,0
Lasius breviscapus,Lasius_breviscapus,0
Lasius brunneus,Lasius_brunneus,0
Lasius capitatus,Lasius_capitatus,0
Lasius carniolicus,Lasius_carniolicus,0
Lasius cinereus,Lasius_cinereus,0
Lasius citrinus,Lasius_citrinus,0
Lasius claviger,Lasius_claviger,0
Lasius crinitus,Lasius_crinitus,0
Lasius crispus,Lasius_crispus,0
Lasius crypticus,Lasius_crypticus,0
Lasius distinguendus,Lasius_distinguendus,0
Lasius elevatus,Lasius_elevatus,0
Lasius flavus,Lasius_flavus,0
Lasius fuji,Lasius_fuji,0
Lasius fuliginosus,Lasius_fuliginosus,0
Lasius gebaueri,Lasius_gebaueri,0
Lasius grandis,Lasius_grandis,0
Lasius hayashi,Lasius_hayashi,0
Lasius himalayanus,Lasius_himalayanus,0
Lasius interjectus,Lasius_interjectus,0
Lasius jensi,Lasius_jensi,0
Lasius lasioides,Lasius_lasioides,0
Lasius latipes,Lasius_latipes,0
Lasius longicirrus,Lasius_longicirrus,0
Lasius magnus,Lasius_magnus,0
Lasius meridionalis,Lasius_meridionalis,0
Lasius mikir,Lasius_mikir,0
Lasius minutus,Lasius_minutus,0
Lasius mixtus,Lasius_mixtus,0
Lasius morisitai,Lasius_morisitai,0
Lasius myops,Lasius_myops,0
Lasius neglectus,Lasius_neglectus,0
Lasius neoniger,Lasius_neoniger,0
Lasius nipponensis,Lasius_nipponensis,0
Lasius nitidigaster,Lasius_nitidigaster,0
Lasius orientalis,Lasius_orientalis,0
Lasius pallitarsis,Lasius_pallitarsis,0
Lasius piliferus,Lasius_piliferus,0
Lasius platythorax,Lasius_platythorax,0
Lasius productus,Lasius_productus,0
Lasius przewalskii,Lasius_przewalskii,0
Lasius psammophilus,Lasius_psammophilus,0
Lasius rabaudi,Lasius_rabaudi,0
Lasius reginae,Lasius_reginae,0
Lasius sabularum,Lasius_sabularum,0
Lasius sakagamii,Lasius_sakagamii,0
Lasius spathepus,Lasius_spathepus,0
Lasius speculiventris,Lasius_speculiventris,0
Lasius talpa,Lasius_talpa,0
Lasius turcicus,Lasius_turcicus,0
Lasius umbratus,Lasius_umbratus,0
Lasius viehmeyeri,Lasius_viehmeyeri,0
Lasius wittmeri,Lasius_wittmeri,0
Lasius xerophilus,Lasius_xerophilus,0
Lenomyrmex colwelli,Lenomyrmex_colwelli,0
Lenomyrmex inusitatus,Lenomyrmex_inusitatus,0
Lepisiota cacozela,Lepisiota_cacozela,0
Lepisiota capensis,Lepisiota_capensis,0
Lepisiota crinita,Lepisiota_crinita,0
Lepisiota dammama,Lepisiota_dammama,0
Lepisiota dhofara,Lepisiota_dhofara,0
Lepisiota dolabellae,Lepisiota_dolabellae,0
Lepisiota elegantissima,Lepisiota_elegantissima,0
Lepisiota frauenfeldi,Lepisiota_frauenfeldi,0
Lepisiota gracilicornis,Lepisiota_gracilicornis,0
Lepisiota harteni,Lepisiota_harteni,0
Lepisiota incisa,Lepisiota_incisa,0
Lepisiota melas,Lepisiota_melas,0
Lepisiota modesta,Lepisiota_modesta,0
Lepisiota nigra,Lepisiota_nigra,0
Lepisiota obtusa,Lepisiota_obtusa,0
Lepisiota oculata,Lepisiota_oculata,0
Lepisiota opaciventris,Lepisiota_opaciventris,0
Lepisiota riyadha,Lepisiota_riyadha,0
Lepisiota rothneyi,Lepisiota_rothneyi,0
Lepisiota syriaca,Lepisiota_syriaca,0
Leptanilla alexandri,Leptanilla_alexandri,0
Leptanilla bifurcata,Leptanilla_bifurcata,0
Leptanilla escheri,Leptanilla_escheri,0
Leptanilla hunanensis,Leptanilla_hunanensis,0
Leptanilla israelis,Leptanilla_israelis,0
Leptanilla japonica,Leptanilla_japonica,0
Leptanilla judaica,Leptanilla_judaica,0
Leptanilla kunmingensis,Leptanilla_kunmingensis,0
Leptanilla lamellata,Leptanilla_lamellata,0
Leptanilla morimotoi,Leptanilla_morimotoi,0
Leptanilla palauensis,Leptanilla_palauensis,0
Leptanilla poggii,Leptanilla_poggii,0
Leptanilla revelierii,Leptanilla_revelierii,0
Leptanilla taiwanensis,Leptanilla_taiwanensis,0
Leptanilla tanakai,Leptanilla_tanakai,0
Leptanilla theryi,Leptanilla_theryi,0
Leptanilla yunnanensis,Leptanilla_yunnanensis,0
Leptanilloides atlantica,Leptanilloides_atlantica,0
Leptanilloides biconstricta,Leptanilloides_biconstricta,0
Leptanilloides femoralis,Leptanilloides_femoralis,0
Leptanilloides gracilis,Leptanilloides_gracilis,0
Leptanilloides mckennae,Leptanilloides_mckennae,0
Leptanilloides nomada,Leptanilloides_nomada,0
Leptogenys attenuata,Leptogenys_attenuata,0
Leptogenys birmana,Leptogenys_birmana,0
Leptogenys borneensis,Leptogenys_borneensis,0
Leptogenys breviceps,Leptogenys_breviceps,0
Leptogenys camerunensis,Leptogenys_camerunensis,0
Leptogenys chinensis,Leptogenys_chinensis,0
Leptogenys diminuta,Leptogenys_diminuta,0
Leptogenys elongata,Leptogenys_elongata,0
Leptogenys falcigera,Leptogenys_falcigera,0
Leptogenys huapingensis,Leptogenys_huapingensis,0
Leptogenys jeanettei,Leptogenys_jeanettei,0
Leptogenys khammouanensis,Leptogenys_khammouanensis,0
Leptogenys kitteli,Leptogenys_kitteli,0
Leptogenys kraepelini,Leptogenys_kraepelini,0
Leptogenys lattkei,Leptogenys_lattkei,0
Leptogenys longiscapa,Leptogenys_longiscapa,0
Leptogenys maxillosa,Leptogenys_maxillosa,0
Leptogenys mexicana,Leptogenys_mexicana,0
Leptogenys mutabilis,Leptogenys_mutabilis,0
Leptogenys nitida,Leptogenys_nitida,0
Leptogenys ocellifera,Leptogenys_ocellifera,0
Leptogenys peninsularis,Leptogenys_peninsularis,0
Leptogenys peuqueti,Leptogenys_peuqueti,0
Leptogenys processionalis,Leptogenys_processionalis,0
Leptogenys punctaticeps,Leptogenys_punctaticeps,0
Leptogenys schwabi,Leptogenys_schwabi,0
Leptogenys stenocheilos,Leptogenys_stenocheilos,0
Leptogenys stuhlmanni,Leptogenys_stuhlmanni,0
Leptogenys testacea,Leptogenys_testacea,0
Leptogenys transitionis,Leptogenys_transitionis,0
Leptogenys tricosa,Leptogenys_tricosa,0
Leptogenys vinsonnella,Leptogenys_vinsonnella,0
Leptogenys wheeleri,Leptogenys_wheeleri,0
Leptogenys yerburyi,Leptogenys_yerburyi,0
Leptomyrmex flavitarsus,Leptomyrmex_flavitarsus,0
Leptomyrmex pallens,Leptomyrmex_pallens,0
Leptothorax acervorum,Leptothorax_acervorum,0
Leptothorax arimensis,Leptothorax_arimensis,0
Leptothorax calderoni,Leptothorax_calderoni,0
Leptothorax faberi,Leptothorax_faberi,0
Leptothorax goesswaldi,Leptothorax_goesswaldi,0
Leptothorax gredleri,Leptothorax_gredleri,0
Leptothorax kutteri,Leptothorax_kutteri,0
Leptothorax muscorum,Leptothorax_muscorum,0
Leptothorax oceanicus,Leptothorax_oceanicus,0
Leptothorax paraxenus,Leptothorax_paraxenus,0
Leptothorax scamni,Leptothorax_scamni,0
Leptothorax wilsoni,Leptothorax_wilsoni,0
Leptothorax zhengi,Leptothorax_zhengi,0
Linepithema angulatum,Linepithema_angulatum,0
Linepithema inacatum,Linepithema_inacatum,0
Linepithema iniquum,Linepithema_iniquum,0
Linepithema micans,Linepithema_micans,0
Linepithema neotropicum,Linepithema_neotropicum,0
Linepithema piliferum,Linepithema_piliferum,0
Liometopum lindgreeni,Liometopum_lindgreeni,0
Liometopum luctuosum,Liometopum_luctuosum,0
Liometopum microcephalum,Liometopum_microcephalum,0
Liometopum occidentale,Liometopum_occidentale,0
Liometopum orientale,Liometopum_orientale,0
Liometopum sinense,Liometopum_sinense,0
Liomyrmex gestroi,Liomyrmex_gestroi,0
Lophomyrmex ambiguus,Lophomyrmex_ambiguus,0
Lophomyrmex bedoti,Lophomyrmex_bedoti,0
Lophomyrmex birmanus,Lophomyrmex_birmanus,0
Lophomyrmex changlangensis,Lophomyrmex_changlangensis,0
Lophomyrmex kali,Lophomyrmex_kali,0
Lophomyrmex longicornis,Lophomyrmex_longicornis,0
Lophomyrmex quadrispinosus,Lophomyrmex_quadrispinosus,0
Lophomyrmex taivanae,Lophomyrmex_taivanae,0
Lophomyrmex terraceensis,Lophomyrmex_terraceensis,0
Lordomyrma azumai,Lordomyrma_azumai,0
Lordomyrma caledonica,Lordomyrma_caledonica,0
Lordomyrma crawleyi,Lordomyrma_crawleyi,0
Lordomyrma lakshmi,Lordomyrma_lakshmi,0
Lordomyrma reticulata,Lordomyrma_reticulata,0
Lordomyrma rugosa,Lordomyrma_rugosa,0
Lordomyrma taylori,Lordomyrma_taylori,0
Lordomyrma tortuosa,Lordomyrma_tortuosa,0
Loweriella boltoni,Loweriella_boltoni,0
Malagidris sofina,Malagidris_sofina,0
Manica bradleyi,Manica_bradleyi,0
Manica mutica,Manica_mutica,0
Manica parasitica,Manica_parasitica,0
Manica rubida,Manica_rubida,0
Manica yessensis,Manica_yessensis,0
Martialis heureka,Martialis_heureka,0
Mayriella abstinens,Mayriella_abstinens,0
Mayriella granulata,Mayriella_granulata,0
Mayriella occidua,Mayriella_occidua,0
Mayriella overbecki,Mayriella_overbecki,0
Mayriella transfuga,Mayriella_transfuga,0
Mayriella warchalowskii,Mayriella_warchalowskii,0
Megalomyrmex adamsae,Megalomyrmex_adamsae,0
Megalomyrmex balzani,Megalomyrmex_balzani,0
Megalomyrmex bidentatus,Megalomyrmex_bidentatus,0
Megalomyrmex drifti,Megalomyrmex_drifti,0
Megalomyrmex foreli,Megalomyrmex_foreli,0
Megalomyrmex goeldii,Megalomyrmex_goeldii,0
Megalomyrmex modestus,Megalomyrmex_modestus,0
Megalomyrmex mondabora,Megalomyrmex_mondabora,0
Megalomyrmex mondaboroides,Megalomyrmex_mondaboroides,0
Megalomyrmex silvestrii,Megalomyrmex_silvestrii,0
Megalomyrmex symmetochus,Megalomyrmex_symmetochus,0
Megalomyrmex wettereri,Megalomyrmex_wettereri,0
Melissotarsus beccarii,Melissotarsus_beccarii,0
Melissotarsus emeryi,Melissotarsus_emeryi,0
Melissotarsus insularis,Melissotarsus_insularis,0
Melophorus aeneovirens,Melophorus_aeneovirens,0
Melophorus bagoti,Melophorus_bagoti,0
Melophorus iridescens,Melophorus_iridescens,0
Melophorus turneri,Melophorus_turneri,0
Meranoplus ajax,Meranoplus_ajax,0
Meranoplus beatoni,Meranoplus_beatoni,0
Meranoplus bicolor,Meranoplus_bicolor,0
Meranoplus birmanus,Meranoplus_birmanus,0
Meranoplus castaneus,Meranoplus_castaneus,0
Meranoplus curvispina,Meranoplus_curvispina,0
Meranoplus diversus,Meranoplus_diversus,0
Meranoplus glaber,Meranoplus_glaber,0
Meranoplus hirsutus,Meranoplus_hirsutus,0
Meranoplus mars,Meranoplus_mars,0
Meranoplus minimus,Meranoplus_minimus,0
Meranoplus mucronatus,Meranoplus_mucronatus,0
Meranoplus parviumgulatus,Meranoplus_parviumgulatus,0
