Name,Phy,EFN
Camponotus curviscapus,Camponotus_curviscapus,0
Camponotus dalmaticus,Camponotus_dalmaticus,0
Camponotus decipiens,Camponotus_decipiens,0
Camponotus dentatus,Camponotus_dentatus,0
Camponotus depressus,Camponotus_depressus,0
Camponotus detritus,Camponotus_detritus,0
Camponotus devestivus,Camponotus_devestivus,0
Camponotus distinguendus,Camponotus_distinguendus,0
Camponotus dolabratus,Camponotus_dolabratus,0
Camponotus dolendus,Camponotus_dolendus,0
Camponotus donnellani,Camponotus_donnellani,0
Camponotus dorycus,Camponotus_dorycus,0
Camponotus dromas,Camponotus_dromas,0
Camponotus eperiamorum,Camponotus_eperiamorum,0
Camponotus ephippium,Camponotus_ephippium,0
Camponotus esuriens,Camponotus_esuriens,0
Camponotus fabricator,Camponotus_fabricator,0
Camponotus fallax,Camponotus_fallax,0
Camponotus fastigatus,Camponotus_fastigatus,0
Camponotus fellah,Camponotus_fellah,0
Camponotus femoratus,Camponotus_femoratus,0
Camponotus festinus,Camponotus_festinus,0
Camponotus fijianus,Camponotus_fijianus,0
Camponotus foleyi,Camponotus_foleyi,0
Camponotus foraminosus,Camponotus_foraminosus,0
Camponotus foreli,Camponotus_foreli,0
Camponotus fragilis,Camponotus_fragilis,0
Camponotus friedae,Camponotus_friedae,0
Camponotus fulvopilosus,Camponotus_fulvopilosus,0
Camponotus fuscocinctus,Camponotus_fuscocinctus,0
Camponotus gallagheri,Camponotus_gallagheri,0
Camponotus gasseri,Camponotus_gasseri,0
Camponotus gestroi,Camponotus_gestroi,0
Camponotus gigas,Camponotus_gigas,0
Camponotus gilviventris,Camponotus_gilviventris,0
Camponotus goeldii,Camponotus_goeldii,0
Camponotus gombaki,Camponotus_gombaki,0
Camponotus gouldi,Camponotus_gouldi,0
Camponotus gouldianus,Camponotus_gouldianus,0
Camponotus grandidieri,Camponotus_grandidieri,0
Camponotus guanchus,Camponotus_guanchus,0
Camponotus hannani,Camponotus_hannani,0
Camponotus haroi,Camponotus_haroi,0
Camponotus hartogi,Camponotus_hartogi,0
Camponotus hellmichi,Camponotus_hellmichi,0
Camponotus herrichi,Camponotus_herrichi,0
Camponotus hoelldobleri,Camponotus_hoelldobleri,0
Camponotus holosericeus,Camponotus_holosericeus,0
Camponotus honaziensis,Camponotus_honaziensis,0
Camponotus horseshoetus,Camponotus_horseshoetus,0
Camponotus hospes,Camponotus_hospes,0
Camponotus hova,Camponotus_hova,0
Camponotus humerus,Camponotus_humerus,0
Camponotus husseini,Camponotus_husseini,0
Camponotus hyatti,Camponotus_hyatti,0
Camponotus incensus,Camponotus_incensus,0
Camponotus indefessa,Camponotus_indefessa,0
Camponotus inflatus,Camponotus_inflatus,0
Camponotus integellus,Camponotus_integellus,0
Camponotus interjectus,Camponotus_interjectus,0
Camponotus intrepidus,Camponotus_intrepidus,0
Camponotus invidus,Camponotus_invidus,0
Camponotus irritans,Camponotus_irritans,0
Camponotus itoi,Camponotus_itoi,0
Camponotus iwoensis,Camponotus_iwoensis,0
Camponotus janforrestae,Camponotus_janforrestae,0
Camponotus japonicus,Camponotus_japonicus,0
Camponotus jejuensis,Camponotus_jejuensis,0
Camponotus kadi,Camponotus_kadi,0
Camponotus keralensis,Camponotus_keralensis,0
Camponotus kiesenwetteri,Camponotus_kiesenwetteri,0
Camponotus kiusiuensis,Camponotus_kiusiuensis,0
Camponotus kurdistanicus,Camponotus_kurdistanicus,0
Camponotus laevigatus,Camponotus_laevigatus,0
Camponotus lancifer,Camponotus_lancifer,0
Camponotus lateralis,Camponotus_lateralis,0
Camponotus leonardi,Camponotus_leonardi,0
Camponotus ligniperda,Camponotus_ligniperda,0
Camponotus lignitus,Camponotus_lignitus,0
Camponotus lindigi,Camponotus_lindigi,0
Camponotus longipilis,Camponotus_longipilis,0
Camponotus macarangae,Camponotus_macarangae,0
Camponotus macilentus,Camponotus_macilentus,0
Camponotus mackayensis,Camponotus_mackayensis,0
Camponotus macrocephalus,Camponotus_macrocephalus,0
Camponotus macromischoides,Camponotus_macromischoides,0
Camponotus maculatus,Camponotus_maculatus,0
Camponotus marianensis,Camponotus_marianensis,0
Camponotus maritimus,Camponotus_maritimus,0
Camponotus melanoticus,Camponotus_melanoticus,0
Camponotus melinus,Camponotus_melinus,0
Camponotus mellea,Camponotus_mellea,0
Camponotus merdicola,Camponotus_merdicola,0
Camponotus merula,Camponotus_merula,0
Camponotus micans,Camponotus_micans,0
Camponotus mirabilis,Camponotus_mirabilis,0
Camponotus mitis,Camponotus_mitis,0
Camponotus modoc,Camponotus_modoc,0
Camponotus montivagus,Camponotus_montivagus,0
Camponotus morosus,Camponotus_morosus,0
Camponotus mutilatus,Camponotus_mutilatus,0
Camponotus natalensis,Camponotus_natalensis,0
Camponotus navigator,Camponotus_navigator,0
Camponotus nawai,Camponotus_nawai,0
Camponotus nearcticus,Camponotus_nearcticus,0
Camponotus nicobarensis,Camponotus_nicobarensis,0
Camponotus nigriceps,Camponotus_nigriceps,0
Camponotus nigrifrons,Camponotus_nigrifrons,0
Camponotus nipponensis,Camponotus_nipponensis,0
Camponotus nipponicus,Camponotus_nipponicus,0
Camponotus nitidior,Camponotus_nitidior,0
Camponotus niveosetosus,Camponotus_niveosetosus,0
Camponotus novaeboracensis,Camponotus_novaeboracensis,0
Camponotus novaehollandiae,Camponotus_novaehollandiae,0
Camponotus nutans,Camponotus_nutans,0
Camponotus nylanderi,Camponotus_nylanderi,0
Camponotus oasium,Camponotus_oasium,0
Camponotus obliquus,Camponotus_obliquus,0
Camponotus oblongus,Camponotus_oblongus,0
Camponotus obscuripes,Camponotus_obscuripes,0
Camponotus olivieri,Camponotus_olivieri,0
Camponotus opaciventris,Camponotus_opaciventris,0
Camponotus owensae,Camponotus_owensae,0
Camponotus papago,Camponotus_papago,0
Camponotus parabarbatus,Camponotus_parabarbatus,0
Camponotus parius,Camponotus_parius,0
Camponotus peleliuensis,Camponotus_peleliuensis,0
Camponotus pellax,Camponotus_pellax,0
Camponotus pennsylvanicus,Camponotus_pennsylvanicus,0
Camponotus perjurus,Camponotus_perjurus,0
Camponotus piceus,Camponotus_piceus,0
Camponotus pilicornis,Camponotus_pilicornis,0
Camponotus planus,Camponotus_planus,0
Camponotus polymorphicus,Camponotus_polymorphicus,0
Camponotus pressipes,Camponotus_pressipes,0
Camponotus prosseri,Camponotus_prosseri,0
Camponotus punctulatus,Camponotus_punctulatus,0
Camponotus pylartes,Camponotus_pylartes,0
Camponotus quadriceps,Camponotus_quadriceps,0
Camponotus quadrinotatus,Camponotus_quadrinotatus,0
Camponotus quadrisectus,Camponotus_quadrisectus,0
Camponotus quercicola,Camponotus_quercicola,0
Camponotus rapax,Camponotus_rapax,0
Camponotus rectangularis,Camponotus_rectangularis,0
Camponotus rectithorax,Camponotus_rectithorax,0
Camponotus renggeri,Camponotus_renggeri,0
Camponotus reticulatus,Camponotus_reticulatus,0
Camponotus robustus,Camponotus_robustus,0
Camponotus ruber,Camponotus_ruber,0
Camponotus rufifemur,Camponotus_rufifemur,0
Camponotus rufifrons,Camponotus_rufifrons,0
Camponotus rufoglaucus,Camponotus_rufoglaucus,0
Camponotus rufonigrus,Camponotus_rufonigrus,0
Camponotus samius,Camponotus_samius,0
Camponotus sanctus,Camponotus_sanctus,0
Camponotus sannini,Camponotus_sannini,0
Camponotus sansabeanus,Camponotus_sansabeanus,0
Camponotus santosi,Camponotus_santosi,0
Camponotus saundersi,Camponotus_saundersi,0
Camponotus saussurei,Camponotus_saussurei,0
Camponotus saxatilis,Camponotus_saxatilis,0
Camponotus sayi,Camponotus_sayi,0
Camponotus schaefferi,Camponotus_schaefferi,0
Camponotus schmitzi,Camponotus_schmitzi,0
Camponotus semitestaceus,Camponotus_semitestaceus,0
Camponotus senex,Camponotus_senex,0
Camponotus setosus,Camponotus_setosus,0
Camponotus sexguttatus,Camponotus_sexguttatus,0
Camponotus sicheli,Camponotus_sicheli,0
Camponotus sklarus,Camponotus_sklarus,0
Camponotus socius,Camponotus_socius,0
Camponotus solon,Camponotus_solon,0
Camponotus spissinodis,Camponotus_spissinodis,0
Camponotus subbarbatus,Camponotus_subbarbatus,0
Camponotus sylvaticus,Camponotus_sylvaticus,0
Camponotus taniae,Camponotus_taniae,0
Camponotus terebrans,Camponotus_terebrans,0
Camponotus tergestinus,Camponotus_tergestinus,0
Camponotus testaceipes,Camponotus_testaceipes,0
Camponotus texens,Camponotus_texens,0
Camponotus textor,Camponotus_textor,0
Camponotus thoracicus,Camponotus_thoracicus,0
Camponotus tokyoensis,Camponotus_tokyoensis,0
Camponotus tonkinus,Camponotus_tonkinus,0
Camponotus transvaalensis,Camponotus_transvaalensis,0
Camponotus truncatus,Camponotus_truncatus,0
Camponotus universitatis,Camponotus_universitatis,0
Camponotus vagus,Camponotus_vagus,0
Camponotus vanispinus,Camponotus_vanispinus,0
Camponotus variegatus,Camponotus_variegatus,0
Camponotus vicinus,Camponotus_vicinus,0
Camponotus vitiensis,Camponotus_vitiensis,0
Camponotus vitiosus,Camponotus_vitiosus,0
Camponotus vittatus,Camponotus_vittatus,0
Camponotus vividus,Camponotus_vividus,0
Camponotus wiederkehri,Camponotus_wiederkehri,0
Camponotus xerxes,Camponotus_xerxes,0
Camponotus xingdoushanensis,Camponotus_xingdoushanensis,0
Camponotus yamaokai,Camponotus_yamaokai,0
Camponotus yessensis,Camponotus_yessensis,0
Camponotus zoc,Camponotus_zoc,0
Cardiocondyla atalanta,Cardiocondyla_atalanta,0
Cardiocondyla batesii,Cardiocondyla_batesii,0
Cardiocondyla elegans,Cardiocondyla_elegans,0
Cardiocondyla emeryi,Cardiocondyla_emeryi,0
Cardiocondyla gallagheri,Cardiocondyla_gallagheri,0
Cardiocondyla gibbosa,Cardiocondyla_gibbosa,0
Cardiocondyla kagutsuchi,Cardiocondyla_kagutsuchi,0
Cardiocondyla koshewnikovi,Cardiocondyla_koshewnikovi,0
Cardiocondyla mauritanica,Cardiocondyla_mauritanica,0
Cardiocondyla minutior,Cardiocondyla_minutior,0
Cardiocondyla nigra,Cardiocondyla_nigra,0
Cardiocondyla nigrocerea,Cardiocondyla_nigrocerea,0
Cardiocondyla nuda,Cardiocondyla_nuda,0
Cardiocondyla obscurior,Cardiocondyla_obscurior,0
Cardiocondyla paradoxa,Cardiocondyla_paradoxa,0
Cardiocondyla parvinoda,Cardiocondyla_parvinoda,0
Cardiocondyla pirata,Cardiocondyla_pirata,0
Cardiocondyla shuckardi,Cardiocondyla_shuckardi,0
Cardiocondyla tiwarii,Cardiocondyla_tiwarii,0
Cardiocondyla venustula,Cardiocondyla_venustula,0
Cardiocondyla wroughtonii,Cardiocondyla_wroughtonii,0
Cardiocondyla yemeni,Cardiocondyla_yemeni,0
Carebara alperti,Carebara_alperti,0
Carebara arabara,Carebara_arabara,0
Carebara arabica,Carebara_arabica,0
Carebara carinata,Carebara_carinata,0
Carebara castanea,Carebara_castanea,0
Carebara coeca,Carebara_coeca,0
Carebara concinna,Carebara_concinna,0
Carebara coqueta,Carebara_coqueta,0
Carebara distincta,Carebara_distincta,0
Carebara escherichi,Carebara_escherichi,0
Carebara guineana,Carebara_guineana,0
Carebara infima,Carebara_infima,0
Carebara junodi,Carebara_junodi,0
Carebara lignata,Carebara_lignata,0
Carebara octata,Carebara_octata,0
Carebara perpusilla,Carebara_perpusilla,0
Carebara pisinna,Carebara_pisinna,0
Carebara polita,Carebara_polita,0
Carebara rara,Carebara_rara,0
Carebara reina,Carebara_reina,0
Carebara robertsoni,Carebara_robertsoni,0
Carebara sangi,Carebara_sangi,0
Carebara sarita,Carebara_sarita,0
Carebara sicheli,Carebara_sicheli,0
Carebara striata,Carebara_striata,0
Carebara sudanensis,Carebara_sudanensis,0
Carebara tahitiensis,Carebara_tahitiensis,0
Carebara termitolestes,Carebara_termitolestes,0
Carebara vidua,Carebara_vidua,0
Carebara villiersi,Carebara_villiersi,0
Carebara yamatonis,Carebara_yamatonis,0
Cataglyphis acutinodis,Cataglyphis_acutinodis,0
Cataglyphis aenescens,Cataglyphis_aenescens,0
Cataglyphis agostii,Cataglyphis_agostii,0
Cataglyphis albicans,Cataglyphis_albicans,0
Cataglyphis bicolor,Cataglyphis_bicolor,0
Cataglyphis bombycina,Cataglyphis_bombycina,0
Cataglyphis cugiai,Cataglyphis_cugiai,0
Cataglyphis cursor,Cataglyphis_cursor,0
Cataglyphis desertorum,Cataglyphis_desertorum,0
Cataglyphis douwesi,Cataglyphis_douwesi,0
Cataglyphis emmae,Cataglyphis_emmae,0
Cataglyphis flavitibia,Cataglyphis_flavitibia,0
Cataglyphis floricola,Cataglyphis_floricola,0
Cataglyphis fortis,Cataglyphis_fortis,0
Cataglyphis glabilabia,Cataglyphis_glabilabia,0
Cataglyphis hannae,Cataglyphis_hannae,0
Cataglyphis harteni,Cataglyphis_harteni,0
Cataglyphis hispidus,Cataglyphis_hispidus,0
Cataglyphis holgerseni,Cataglyphis_holgerseni,0
Cataglyphis humeya,Cataglyphis_humeya,0
Cataglyphis iberica,Cataglyphis_iberica,0
Cataglyphis isis,Cataglyphis_isis,0
Cataglyphis karakalensis,Cataglyphis_karakalensis,0
Cataglyphis laylae,Cataglyphis_laylae,0
Cataglyphis livida,Cataglyphis_livida,0
Cataglyphis lunatica,Cataglyphis_lunatica,0
Cataglyphis machmal,Cataglyphis_machmal,0
Cataglyphis mauritanica,Cataglyphis_mauritanica,0
Cataglyphis nigripes,Cataglyphis_nigripes,0
Cataglyphis nodus,Cataglyphis_nodus,0
Cataglyphis oasium,Cataglyphis_oasium,0
Cataglyphis opacior,Cataglyphis_opacior,0
Cataglyphis oxiana,Cataglyphis_oxiana,0
Cataglyphis rosenhaueri,Cataglyphis_rosenhaueri,0
Cataglyphis sabulosa,Cataglyphis_sabulosa,0
Cataglyphis savignyi,Cataglyphis_savignyi,0
Cataglyphis setipes,Cataglyphis_setipes,0
Cataglyphis shuaibensis,Cataglyphis_shuaibensis,0
Cataglyphis velox,Cataglyphis_velox,0
Cataglyphis viatica,Cataglyphis_viatica,0
Cataglyphis viaticoides,Cataglyphis_viaticoides,0
Cataglyphis zakharovi,Cataglyphis_zakharovi,0
Cataglyphoides constrictus,Cataglyphoides_constrictus,0
Cataulacus erinaceus,Cataulacus_erinaceus,0
Cataulacus guineensis,Cataulacus_guineensis,0
Cataulacus intrudens,Cataulacus_intrudens,0
Cataulacus muticus,Cataulacus_muticus,0
Cataulacus setosus,Cataulacus_setosus,0
Cataulacus tardus,Cataulacus_tardus,0
Centromyrmex alfaroi,Centromyrmex_alfaroi,0
Centromyrmex bequaerti,Centromyrmex_bequaerti,0
Centromyrmex feae,Centromyrmex_feae,0
Cephalotes alfaroi,Cephalotes_alfaroi,0
Cephalotes basalis,Cephalotes_basalis,0
Cephalotes clypeatus,Cephalotes_clypeatus,0
Cephalotes cristatus,Cephalotes_cristatus,0
Cephalotes depressus,Cephalotes_depressus,0
Cephalotes goniodontus,Cephalotes_goniodontus,0
Cephalotes insularis,Cephalotes_insularis,0
Cephalotes multispinosus,Cephalotes_multispinosus,0
Cephalotes rohweri,Cephalotes_rohweri,0
Cephalotes setulifer,Cephalotes_setulifer,0
Cephalotes specularis,Cephalotes_specularis,0
Cephalotes spinosus,Cephalotes_spinosus,0
Cephalotes squamosus,Cephalotes_squamosus,0
Cephalotes umbraculatus,Cephalotes_umbraculatus,0
Cephalotes varians,Cephalotes_varians,0
Cerapachys aitkenii,Cerapachys_aitkenii,0
Cerapachys alii,Cerapachys_alii,0
Cerapachys anokha,Cerapachys_anokha,0
Cerapachys besucheti,Cerapachys_besucheti,0
Cerapachys biroi,Cerapachys_biroi,0
Cerapachys browni,Cerapachys_browni,0
Cerapachys collingwoodi,Cerapachys_collingwoodi,0
Cerapachys costatus,Cerapachys_costatus,0
Cerapachys doryloides,Cerapachys_doryloides,0
Cerapachys foreli,Cerapachys_foreli,0
Cerapachys fossulatus,Cerapachys_fossulatus,0
Cerapachys fragosus,Cerapachys_fragosus,0
Cerapachys huode,Cerapachys_huode,0
Cerapachys indicus,Cerapachys_indicus,0
Cerapachys jacobsoni,Cerapachys_jacobsoni,0
Cerapachys keralensis,Cerapachys_keralensis,0
Cerapachys lamborni,Cerapachys_lamborni,0
Cerapachys longitarsus,Cerapachys_longitarsus,0
Cerapachys nayana,Cerapachys_nayana,0
Cerapachys peringueyi,Cerapachys_peringueyi,0
Cerapachys piochardi,Cerapachys_piochardi,0
Cerapachys schoedli,Cerapachys_schoedli,0
Cerapachys seema,Cerapachys_seema,0
Cerapachys sexspinus,Cerapachys_sexspinus,0
Cerapachys sulcinodis,Cerapachys_sulcinodis,0
Cerapachys turneri,Cerapachys_turneri,0
Cerapachys typhlus,Cerapachys_typhlus,0
Cerapachys wighti,Cerapachys_wighti,0
Chalepoxenus spinosus,Chalepoxenus_spinosus,0
Cheliomyrmex andicola,Cheliomyrmex_andicola,0
Cheliomyrmex megalonyx,Cheliomyrmex_megalonyx,0
Cheliomyrmex morosus,Cheliomyrmex_morosus,0
Chronoxenus myops,Chronoxenus_myops,0
Cladomyrma andrei,Cladomyrma_andrei,0
Cladomyrma hewitti,Cladomyrma_hewitti,0
Cladomyrma scopulosa,Cladomyrma_scopulosa,0
Cladomyrma sirindhornae,Cladomyrma_sirindhornae,0
Crematogaster abstinens,Crematogaster_abstinens,0
Crematogaster acuta,Crematogaster_acuta,0
Crematogaster aegyptiaca,Crematogaster_aegyptiaca,0
Crematogaster africana,Crematogaster_africana,0
Crematogaster alafara,Crematogaster_alafara,0
Crematogaster algirica,Crematogaster_algirica,0
Crematogaster ampla,Crematogaster_ampla,0
Crematogaster angusticeps,Crematogaster_angusticeps,0
Crematogaster antaris,Crematogaster_antaris,0
Crematogaster anthracina,Crematogaster_anthracina,0
Crematogaster ashmeadi,Crematogaster_ashmeadi,0
Crematogaster atkinsoni,Crematogaster_atkinsoni,0
Crematogaster auberti,Crematogaster_auberti,0
Crematogaster bequaerti,Crematogaster_bequaerti,0
Crematogaster biroi,Crematogaster_biroi,0
Crematogaster borneensis,Crematogaster_borneensis,0
Crematogaster brasiliensis,Crematogaster_brasiliensis,0
Crematogaster brevis,Crematogaster_brevis,0
Crematogaster brunnea,Crematogaster_brunnea,0
Crematogaster buchneri,Crematogaster_buchneri,0
Crematogaster carinata,Crematogaster_carinata,0
Crematogaster castanea,Crematogaster_castanea,0
Crematogaster cerasi,Crematogaster_cerasi,0
Crematogaster chiarinii,Crematogaster_chiarinii,0
Crematogaster clara,Crematogaster_clara,0
Crematogaster clariventris,Crematogaster_clariventris,0
Crematogaster coriaria,Crematogaster_coriaria,0
Crematogaster curvispinosa,Crematogaster_curvispinosa,0
Crematogaster degeeri,Crematogaster_degeeri,0
Crematogaster depressa,Crematogaster_depressa,0
Crematogaster dewasi,Crematogaster_dewasi,0
Crematogaster difformis,Crematogaster_difformis,0
Crematogaster distans,Crematogaster_distans,0
Crematogaster egidyi,Crematogaster_egidyi,0
Crematogaster evallans,Crematogaster_evallans,0
Crematogaster excisa,Crematogaster_excisa,0
Crematogaster ferrarii,Crematogaster_ferrarii,0
Crematogaster flava,Crematogaster_flava,0
Crematogaster fraxatrix,Crematogaster_fraxatrix,0
Crematogaster gabonensis,Crematogaster_gabonensis,0
Crematogaster gerstaeckeri,Crematogaster_gerstaeckeri,0
Crematogaster gordani,Crematogaster_gordani,0
Crematogaster grevei,Crematogaster_grevei,0
Crematogaster hova,Crematogaster_hova,0
Crematogaster impressa,Crematogaster_impressa,0
Crematogaster impressiceps,Crematogaster_impressiceps,0
Crematogaster inermis,Crematogaster_inermis,0
Crematogaster inflata,Crematogaster_inflata,0
Crematogaster ionia,Crematogaster_ionia,0
Crematogaster irritabilis,Crematogaster_irritabilis,0
Crematogaster jacobsoni,Crematogaster_jacobsoni,0
Crematogaster jehovae,Crematogaster_jehovae,0
Crematogaster kirbii,Crematogaster_kirbii,0
Crematogaster laestrygon,Crematogaster_laestrygon,0
Crematogaster laevis,Crematogaster_laevis,0
Crematogaster laeviuscula,Crematogaster_laeviuscula,0
Crematogaster larreae,Crematogaster_larreae,0
Crematogaster levior,Crematogaster_levior,0
Crematogaster liengmei,Crematogaster_liengmei,0
Crematogaster limata,Crematogaster_limata,0
Crematogaster lineolata,Crematogaster_lineolata,0
Crematogaster longicephala,Crematogaster_longicephala,0
Crematogaster longiceps,Crematogaster_longiceps,0
Crematogaster longispina,Crematogaster_longispina,0
Crematogaster lorteti,Crematogaster_lorteti,0
Crematogaster macaoensis,Crematogaster_macaoensis,0
Crematogaster madecassa,Crematogaster_madecassa,0
Crematogaster mahery,Crematogaster_mahery,0
Crematogaster matsumurai,Crematogaster_matsumurai,0
Crematogaster melanogaster,Crematogaster_melanogaster,0
Crematogaster menilekii,Crematogaster_menilekii,0
Crematogaster mimosae,Crematogaster_mimosae,0
Crematogaster minutissima,Crematogaster_minutissima,0
Crematogaster modiglianii,Crematogaster_modiglianii,0
Crematogaster mormonum,Crematogaster_mormonum,0
Crematogaster nigriceps,Crematogaster_nigriceps,0
Crematogaster nigropilosa,Crematogaster_nigropilosa,0
Crematogaster obscurata,Crematogaster_obscurata,0
Crematogaster osakensis,Crematogaster_osakensis,0
Crematogaster painei,Crematogaster_painei,0
Crematogaster paradoxa,Crematogaster_paradoxa,0
Crematogaster pinicola,Crematogaster_pinicola,0
Crematogaster polita,Crematogaster_polita,0
Crematogaster politula,Crematogaster_politula,0
Crematogaster pradipi,Crematogaster_pradipi,0
Crematogaster quadriformis,Crematogaster_quadriformis,0
Crematogaster ranavalonae,Crematogaster_ranavalonae,0
Crematogaster ransonneti,Crematogaster_ransonneti,0
Crematogaster reticulata,Crematogaster_reticulata,0
Crematogaster rochai,Crematogaster_rochai,0
Crematogaster rogenhoferi,Crematogaster_rogenhoferi,0
Crematogaster rudis,Crematogaster_rudis,0
Crematogaster sanguinea,Crematogaster_sanguinea,0
Crematogaster schimmeri,Crematogaster_schimmeri,0
Crematogaster schmidti,Crematogaster_schmidti,0
Crematogaster scutellaris,Crematogaster_scutellaris,0
Crematogaster sericea,Crematogaster_sericea,0
Crematogaster sewardi,Crematogaster_sewardi,0
Crematogaster sordidula,Crematogaster_sordidula,0
Crematogaster sotobosque,Crematogaster_sotobosque,0
Crematogaster stadelmanni,Crematogaster_stadelmanni,0
Crematogaster stollii,Crematogaster_stollii,0
Crematogaster striatula,Crematogaster_striatula,0
Crematogaster subdentata,Crematogaster_subdentata,0
Crematogaster subnuda,Crematogaster_subnuda,0
Crematogaster tenuicula,Crematogaster_tenuicula,0
Crematogaster teranishii,Crematogaster_teranishii,0
Crematogaster torosa,Crematogaster_torosa,0
Crematogaster treubi,Crematogaster_treubi,0
Crematogaster tricolor,Crematogaster_tricolor,0
Crematogaster vagula,Crematogaster_vagula,0
Crematogaster vermiculata,Crematogaster_vermiculata,0
Crematogaster vicina,Crematogaster_vicina,0
Crematogaster victima,Crematogaster_victima,0
Crematogaster walshi,Crematogaster_walshi,0
Crematogaster wellmani,Crematogaster_wellmani,0
Crematogaster zoceensis,Crematogaster_zoceensis,0
Cryptopone arabica,Cryptopone_arabica,0
Cryptopone gilva,Cryptopone_gilva,0
Cryptopone ochracea,Cryptopone_ochracea,0
Cryptopone pseudogigas,Cryptopone_pseudogigas,0
Cryptopone recticlypea,Cryptopone_recticlypea,0
Cryptopone sauteri,Cryptopone_sauteri,0
Cryptopone subterranea,Cryptopone_subterranea,0
Cryptopone tengu,Cryptopone_tengu,0
Cryptopone testacea,Cryptopone_testacea,0
Ctenobethylus goepperti,Ctenobethylus_goepperti,0
Cyatta abscondita,Cyatta_abscondita,0
Cylindromyrmex longiceps,Cylindromyrmex_longiceps,0
Cylindromyrmex whymperi,Cylindromyrmex_whymperi,0
Cyphomyrmex andersoni,Cyphomyrmex_andersoni,0
Cyphomyrmex bicornis,Cyphomyrmex_bicornis,0
Cyphomyrmex cornutus,Cyphomyrmex_cornutus,0
Cyphomyrmex costatus,Cyphomyrmex_costatus,0
Cyphomyrmex faunulus,Cyphomyrmex_faunulus,0
Cyphomyrmex foxi,Cyphomyrmex_foxi,0
Cyphomyrmex longiscapus,Cyphomyrmex_longiscapus,0
Cyphomyrmex major,Cyphomyrmex_major,0
Cyphomyrmex minutus,Cyphomyrmex_minutus,0
Cyphomyrmex muelleri,Cyphomyrmex_muelleri,0
Cyphomyrmex nemei,Cyphomyrmex_nemei,0
Cyphomyrmex rimosus,Cyphomyrmex_rimosus,0
Cyphomyrmex salvini,Cyphomyrmex_salvini,0
Cyphomyrmex snellingi,Cyphomyrmex_snellingi,0
Cyphomyrmex transversus,Cyphomyrmex_transversus,0
Cyphomyrmex wheeleri,Cyphomyrmex_wheeleri,0
Dacatria templaris,Dacatria_templaris,0
Daceton armigerum,Daceton_armigerum,0
Daceton boltoni,Daceton_boltoni,0
Decamorium decem,Decamorium_decem,0
Decamorium uelense,Decamorium_uelense,0
Diacamma australe,Diacamma_australe,0
Diacamma ceylonense,Diacamma_ceylonense,0
Diacamma colosseense,Diacamma_colosseense,0
Diacamma cyaneiventre,Diacamma_cyaneiventre,0
Diacamma indicum,Diacamma_indicum,0
Diacamma intricatum,Diacamma_intricatum,0
Diacamma pallidum,Diacamma_pallidum,0
Diacamma rugosum,Diacamma_rugosum,0
Diacamma scalpratum,Diacamma_scalpratum,0
Diacamma vagans,Diacamma_vagans,0
Diaphoromyrma sofiae,Diaphoromyrma_sofiae,0
Dicroaspis cryptocera,Dicroaspis_cryptocera,0
Dicroaspis laevidens,Dicroaspis_laevidens,0
Dilobocondyla cataulacoidea,Dilobocondyla_cataulacoidea,0
Dilobocondyla didita,Dilobocondyla_didita,0
Dilobocondyla eguchii,Dilobocondyla_eguchii,0
Dilobocondyla escherichi,Dilobocondyla_escherichi,0
Dilobocondyla fouqueti,Dilobocondyla_fouqueti,0
Dilobocondyla gasteroreticulatus,Dilobocondyla_gasteroreticulatus,0
Dinoponera australis,Dinoponera_australis,0
Dinoponera gigantea,Dinoponera_gigantea,0
Dinoponera grandis,Dinoponera_grandis,0
Dinoponera hispida,Dinoponera_hispida,0
Dinoponera longipes,Dinoponera_longipes,0
Dinoponera lucida,Dinoponera_lucida,0
Dinoponera quadriceps,Dinoponera_quadriceps,0
Dinoponera snellingi,Dinoponera_snellingi,0
Discothyrea antarctica,Discothyrea_antarctica,0
Discothyrea berlita,Discothyrea_berlita,0
Discothyrea bidens,Discothyrea_bidens,0
Discothyrea bryanti,Discothyrea_bryanti,0
Discothyrea isthmica,Discothyrea_isthmica,0
Discothyrea kamiteta,Discothyrea_kamiteta,0
Discothyrea mixta,Discothyrea_mixta,0
Discothyrea oculata,Discothyrea_oculata,0
Discothyrea remingtoni,Discothyrea_remingtoni,0
Discothyrea sauteri,Discothyrea_sauteri,0
Discothyrea soesilae,Discothyrea_soesilae,0
Discothyrea sringerensis,Discothyrea_sringerensis,0
Discothyrea testacea,Discothyrea_testacea,0
Discothyrea velutina,Discothyrea_velutina,0
Dlusskyidris zherichini,Dlusskyidris_zherichini,0
Doleromyrma darwiniana,Doleromyrma_darwiniana,0
Dolichoderus abruptus,Dolichoderus_abruptus,0
Dolichoderus affinis,Dolichoderus_affinis,0
Dolichoderus bituberculata,Dolichoderus_bituberculata,0
Dolichoderus carbonarius,Dolichoderus_carbonarius,0
Dolichoderus cuspidatus,Dolichoderus_cuspidatus,0
Dolichoderus debilis,Dolichoderus_debilis,0
Dolichoderus decollatus,Dolichoderus_decollatus,0
Dolichoderus diversus,Dolichoderus_diversus,0
Dolichoderus flatidorsus,Dolichoderus_flatidorsus,0
Dolichoderus furcifer,Dolichoderus_furcifer,0
Dolichoderus gagates,Dolichoderus_gagates,0
Dolichoderus lugens,Dolichoderus_lugens,0
