"EFN","Phy","matched_name"
1,"Convolvulus lymphaticus","Ipomoea cairica"
1,"Convolvulus bellus","Ipomoea cairica"
1,"Ipomoea pulchella","Ipomoea cairica"
1,"Ipomoea tuberculata","Ipomoea cairica"
1,"Convolvulus digitatus","Ipomoea cairica"
1,"Ipomoea jacquinii","Ipomoea cairica"
1,"Convolvulus pendulus","Ipomoea cairica"
1,"Ipomoea palmata","Ipomoea cairica"
1,"Convolvulus vittatus","Ipomoea cairica"
1,"Convolvulus longiflorus","Ipomoea cairica"
1,"Convolvulus lymphaticus","Ipomoea cairica"
1,"Convolvulus cavanillesii","Ipomoea cairica"
1,"Convolvulus tuberculatus","Ipomoea cairica"
1,"Ipomoea senegalensis","Ipomoea cairica"
1,"Ipomoea cavanillesii","Ipomoea cairica"
1,"Convolvulus cairicus","Ipomoea cairica"
1,"Batatas pulchella","Ipomoea cairica"
1,"Batatas senegalensis","Ipomoea cairica"
1,"Ipomoea buaralap","Ipomoea cairica"
1,"Ipomoea bouvetii","Ipomoea cairica"
1,"Batatas cavanillesii","Ipomoea cairica"
1,"Ipomoea stipulacea","Ipomoea cairica"
1,"Exocroa egyptiaca","Ipomoea cairica"
1,"Ipomoea stipulata","Ipomoea cairica"
1,"Ipomoea vesiculosa","Ipomoea cairica"
1,"Ipomoea pentaphylla","Ipomoea cairica"
1,"Ipomoea tuberculosa","Ipomoea cairica"
1,"Ipomoea frutescens","Ipomoea cairica"
1,"Convolvulus lupulifolia","Ipomoea cairica"
1,"Ipomoea gracillima","Ipomoea cairica"
1,"Ipomoea pendula","Ipomoea cairica"
1,"Convolvulus quinquelobus","Ipomoea cairica"
1,"Ipomoea digitifolia","Ipomoea cairica"
1,"Convolvulus mucronatus","Ipomoea cairica"
1,"Convolvulus carneus","Ipomoea carnea"
1,"Quamoclita coccinea","Ipomoea coccinea"
1,"Ipomoea erythraea","Ipomoea coccinea"
1,"Ipomoea mexicana","Ipomoea coccinea"
1,"Neorthosis tigrina","Ipomoea coccinea"
1,"Quamoclit coccinea","Ipomoea coccinea"
1,"Ipomoea acuminata","Ipomoea coccinea"
1,"Neorthosis coccinea","Ipomoea coccinea"
1,"Mina coccinea","Ipomoea coccinea"
1,"Convolvulus coccineus","Ipomoea coccinea"
1,"Convolvulus angulatus","Ipomoea coccinea"
1,"Argyreia choisyana","Ipomoea descolei"
1,"Convolvulus gracilis","Ipomoea gracilis"
1,"Ipomoea brevipedicellata","Ipomoea hederifolia"
1,"Ipomoea angulata","Ipomoea hederifolia"
1,"Ipomoea coccinea","Ipomoea hederifolia"
1,"Quamoclit dichotoma","Ipomoea hederifolia"
1,"Quamoclit luteola","Ipomoea hederifolia"
1,"Ipomoea angularis","Ipomoea hederifolia"
1,"Quamoclit brevipedicellata","Ipomoea hederifolia"
1,"Quamoclit sanguinea","Ipomoea hederifolia"
1,"Convolvulus luteolus","Ipomoea hederifolia"
1,"Quamoclit phoenicea","Ipomoea hederifolia"
1,"Ipomoea sanguinea","Ipomoea hederifolia"
1,"Ipomoea nephrophylla","Ipomoea hederifolia"
1,"Ipomoea coccinea","Ipomoea hederifolia"
1,"Convolvulus angulatus","Ipomoea hederifolia"
1,"Quamoclit hederifolia","Ipomoea hederifolia"
1,"Ipomoea praematura","Ipomoea hederifolia"
1,"Quamoclit phoenicea","Ipomoea hederifolia"
1,"Convolvulus phoeniceus","Ipomoea hederifolia"
1,"Doxema sanguinea","Ipomoea hederifolia"
1,"Convolvulus hederifolius","Ipomoea hederifolia"
1,"Mina hederifolia","Ipomoea hederifolia"
1,"Ipomoea stylosa","Ipomoea hederifolia"
1,"Ipomoea acutangula","Ipomoea hederifolia"
1,"Ipomoea luteola","Ipomoea hederifolia"
1,"Ipomoea hephrophylla","Ipomoea hederifolia"
1,"Convolvulus acutangulus","Ipomoea hederifolia"
1,"Ipomoea phoenicea","Ipomoea hederifolia"
1,"Ipomoea dichotoma","Ipomoea hederifolia"
1,"Convolvulus sanguineus","Ipomoea hederifolia"
1,"Quamoclit coccinea","Ipomoea hederifolia"
1,"Quamoclit acutangula","Ipomoea hederifolia"
1,"Quamoclit angulata","Ipomoea hederifolia"
1,"Argyreia hieronymi","Ipomoea hieronymi"
1,"Convolvulus hieronymi","Ipomoea hieronymi"
1,"Ipomoea kurtziana","Ipomoea hieronymi"
1,"Argyreia megapotamica","Ipomoea hieronymi"
1,"Mouroucoa hieronymi","Ipomoea hieronymi"
1,"Convolvulus horsfalliae","Ipomoea horsfalliae"
1,"Pharbitis learii","Ipomoea indica"
1,"Ipomoea insularis","Ipomoea indica"
1,"Ipomoea pudibunda","Ipomoea indica"
1,"Pharbitis acuminata","Ipomoea indica"
1,"Ipomoea schrankii","Ipomoea indica"
1,"Convolvulus congestus","Ipomoea indica"
1,"Pharbitis livescens","Ipomoea indica"
1,"Pharbitis medians","Ipomoea indica"
1,"Pharbitis rosea","Ipomoea indica"
1,"Ipomoea cathartica","Ipomoea indica"
1,"Pharbitis mutabilis","Ipomoea indica"
1,"Ipomoea cataractae","Ipomoea indica"
1,"Ipomoea amoena","Ipomoea indica"
1,"Ipomoea punctata","Ipomoea indica"
1,"Ipomoea lilacina","Ipomoea indica"
1,"Convolvulus bogotensis","Ipomoea indica"
1,"Pharbitis rosea","Ipomoea indica"
1,"Convolvulus roseus","Ipomoea indica"
1,"Convolvulus ruizii","Ipomoea indica"
1,"Ipomoea involucrata","Ipomoea indica"
1,"Convolvulus pudibundus","Ipomoea indica"
1,"Parasitipomoea formosana","Ipomoea indica"
1,"Convolvulus amoenus","Ipomoea indica"
1,"Ipomoea bogotensis","Ipomoea indica"
1,"Pharbitis insularis","Ipomoea indica"
1,"Convolvulus portoricensis","Ipomoea indica"
1,"Ipomoea congesta","Ipomoea indica"
1,"Pharbitis heterosepala","Ipomoea indica"
1,"Pharbitis calycosa","Ipomoea indica"
1,"Pharbitis indica","Ipomoea indica"
1,"Ipomoea livescens","Ipomoea indica"
1,"Ipomoea fastigiata","Ipomoea indica"
1,"Ipomoea halierca","Ipomoea indica"
1,"Ipomoea medians","Ipomoea indica"
1,"Convolvulus mutabilis","Ipomoea indica"
1,"Convolvulus acuminatus","Ipomoea indica"
1,"Ipomoea officinalis","Ipomoea indica"
1,"Convolvulus africanus","Ipomoea indica"
1,"Ipomoea kiuninsularis","Ipomoea indica"
1,"Pharbitis grandiflora","Ipomoea indica"
1,"Pharbitis mollis","Ipomoea indica"
1,"Ipomoea mollis","Ipomoea indica"
1,"Convolvulus mollis","Ipomoea indica"
1,"Modesta mutabilis","Ipomoea indica"
1,"Ipomoea portoricensis","Ipomoea indica"
1,"Convolvulus cynanchifolius","Ipomoea indica"
1,"Ipomoea vahliana","Ipomoea indica"
1,"Ipomoea acuminata","Ipomoea indica"
1,"Pharbitis congesta","Ipomoea indica"
1,"Convolvulus indicus","Ipomoea indica"
1,"Pharbitis bogotensis","Ipomoea indica"
1,"Pharbitis cathartica","Ipomoea indica"
1,"Ipomoea learii","Ipomoea indica"
1,"Ipomoea mutabilis","Ipomoea indica"
1,"Stemmadenia rugosa","Ipomoea intrapilosa"
1,"Convolvulus caddoensis","Ipomoea leptophylla"
1,"Convolvulus queretarensis","Ipomoea longifolia"
1,"Ipomoea michauxii","Ipomoea macrorhiza"
1,"Convolvulus macrorhizus","Ipomoea macrorhiza"
1,"Modesta macrorhiza","Ipomoea macrorhiza"
1,"Ipomoea camerunensis","Ipomoea mauritiana"
1,"Ipomoea pavonii","Ipomoea mauritiana"
1,"Ipomoea paniculata","Ipomoea mauritiana"
1,"Convolvulus bignonioides","Ipomoea mauritiana"
1,"Ipomoea gossypiifolia","Ipomoea mauritiana"
1,"Ipomoea pedata","Ipomoea mauritiana"
1,"Convolvulus paniculatus","Ipomoea mauritiana"
1,"Batatas bignonioides","Ipomoea mauritiana"
1,"Ipomoea loureiroi","Ipomoea mauritiana"
1,"Batatas paniculata","Ipomoea mauritiana"
1,"Ipomoea insignis","Ipomoea mauritiana"
1,"Ipomoea digitata","Ipomoea mauritiana"
1,"Modesta paniculata","Ipomoea mauritiana"
1,"Modesta insignis","Ipomoea mauritiana"
1,"Ipomoea eriosperma","Ipomoea mauritiana"
1,"Ipomoea tuberosa","Ipomoea mauritiana"
1,"Ipomoea supersticiosa","Ipomoea mauritiana"
1,"Ipomoea bignonioides","Ipomoea mauritiana"
1,"Convolvulus insignis","Ipomoea mauritiana"
1,"Ipomoea pentaloba","Ipomoea mauritiana"
1,"Apopleumon bignonioides","Ipomoea mauritiana"
1,"Batatas loureiroi","Ipomoea mauritiana"
1,"Batatas insignis","Ipomoea mauritiana"
1,"Ipomoea quinqueloba","Ipomoea mauritiana"
1,"Convolvulus roseus","Ipomoea mauritiana"
1,"Ipomoea baalan","Ipomoea mauritiana"
1,"Ipomoea ennealoba","Ipomoea mauritiana"
1,"Ipomoea salaziana","Ipomoea mauritiana"
1,"Ipomoea isostemma","Ipomoea meyeri"
1,"Convolvulus cuspidatus","Ipomoea meyeri"
1,"Ipomoea iodantha","Ipomoea meyeri"
1,"Ipomoea caerulea","Ipomoea meyeri"
1,"Ipomoea chiapensis","Ipomoea meyeri"
1,"Ipomoea iostemma","Ipomoea meyeri"
1,"Ipomoea brachypoda","Ipomoea meyeri"
1,"Convolvulus meyeri","Ipomoea meyeri"
1,"Calonyction muricatum","Ipomoea muricata"
1,"Convolvulus smilacifolius","Ipomoea muricata"
1,"Ipomoea spinulosa","Ipomoea muricata"
1,"Convolvulus petiolaris","Ipomoea muricata"
1,"Convolvulus muricatus","Ipomoea muricata"
1,"Calonyction longiflorum","Ipomoea muricata"
1,"Calonyction pseudomuricatum","Ipomoea muricata"
1,"Cantua tuberosa","Ipomoea muricata"
1,"Ipomoea pseudomuricata","Ipomoea muricata"
1,"Bonanox muricata","Ipomoea muricata"
1,"Ipomoea shirensis","Ipomoea muricata"
1,"Leptocallis quinata","Ipomoea muricata"
1,"Ipomoea calderonii","Ipomoea muricata"
1,"Ipomoea turbinata","Ipomoea muricata"
1,"Ipomoea kirkiana","Ipomoea muricata"
1,"Convolvulus colubrinus","Ipomoea muricata"
1,"Ipomoea petiolaris","Ipomoea muricata"
1,"Ipomoea tubiflora","Ipomoea muricata"
1,"Convolvulus quahutzehuatl","Ipomoea murucoides"
1,"Convolvulus macranthus","Ipomoea murucoides"
1,"Ipomoea macrantha","Ipomoea murucoides"
1,"Convolvulus arboreus","Ipomoea murucoides"
1,"Ipomoea trichocalyx","Ipomoea nil"
1,"Convolvulus hederaceus","Ipomoea nil"
1,"Ipomoea cuspidata","Ipomoea nil"
1,"Convolvulus dillenii","Ipomoea nil"
1,"Ipomoea scabra","Ipomoea nil"
1,"Pharbitis dillenii","Ipomoea nil"
1,"Convolvulus scaber","Ipomoea nil"
1,"Ipomoea dillenii","Ipomoea nil"
1,"Pharbitis purshii","Ipomoea nil"
1,"Ipomoea limbata","Ipomoea nil"
1,"Convolvulus nil","Ipomoea nil"
1,"Pharbitis forsskaolii","Ipomoea nil"
1,"Ipomoea caerulescens","Ipomoea nil"
1,"Ipomoea speciosa","Ipomoea nil"
1,"Ipomoea caerulea","Ipomoea nil"
1,"Pharbitis cuspidata","Ipomoea nil"
1,"Pharbitis albomarginata","Ipomoea nil"
1,"Convolvulus coelestis","Ipomoea nil"
1,"Convolvulus hederifolius","Ipomoea nil"
1,"Convolvuloides triloba","Ipomoea nil"
1,"Convolvulus caeruleus","Ipomoea nil"
1,"Pharbitis caerulea","Ipomoea nil"
1,"Pharbitis nil","Ipomoea nil"
1,"Convolvulus peruvianus","Ipomoea nil"
1,"Ipomoea hederacea","Ipomoea nil"
1,"Ipomoea setosa","Ipomoea nil"
1,"Ipomoea bicolor","Ipomoea nil"
1,"Pharbitis scabra","Ipomoea nil"
1,"Convolvulus tomentosus","Ipomoea nil"
1,"Pharbitis limbata","Ipomoea nil"
1,"Convolvulus setosus","Ipomoea nil"
1,"Ipomoea vaniotiana","Ipomoea nil"
1,"Ipomoea caerulea","Ipomoea nil"
1,"Ipomoea longicuspis","Ipomoea nil"
1,"Pharbitis speciosa","Ipomoea nil"
1,"Convolvulus lindleyi","Ipomoea nil"
1,"Convolvulus variifolius","Ipomoea nil"
1,"Ipomoea githaginea","Ipomoea nil"
1,"Pharbitis albomarginata","Ipomoea nil"
1,"Ipomoea scabra","Ipomoea nil"
1,"Pharbitis caerulescens","Ipomoea nil"
1,"Ipomoea ciliosa","Ipomoea pandurata"
1,"Piptostegia pisonis","Ipomoea pandurata"
1,"Ipomoea ciliolata","Ipomoea pandurata"
1,"Convolvulus panduratus","Ipomoea pandurata"
1,"Ipomoea candicans","Ipomoea pandurata"
1,"Ipomoea schrenkiana","Ipomoea pandurata"
1,"Convolvulus candicans","Ipomoea pandurata"
1,"Convolvulus ciliolatus","Ipomoea pandurata"
1,"Ipomoea karwinskiana","Ipomoea pandurata"
1,"Ipomoea vargasiana","Ipomoea pauciflora"
1,"Plesiagopus brasiliensis","Ipomoea pes-caprae"
1,"Plesiagopus cuneifolia","Ipomoea pes-caprae"
1,"Ipomoea aegopoda","Ipomoea pes-caprae"
1,"Plesiagopus maritima","Ipomoea pes-caprae"
1,"Plesiagopus rotundifolia","Ipomoea pes-caprae"
1,"Plesiagopus sovana","Ipomoea pes-caprae"
1,"Ipomoea rotundifolia","Ipomoea pes-caprae"
1,"Convolvulus bilobatus","Ipomoea pes-caprae"
1,"Convolvulus biglandulosus","Ipomoea pes-caprae"
1,"Ipomoea maritima","Ipomoea pes-caprae"
1,"Batatas maritima","Ipomoea pes-caprae"
1,"Convolvulus brasiliensis","Ipomoea pes-caprae"
1,"Convolvulus retusus","Ipomoea pes-caprae"
1,"Convolvulus capripes","Ipomoea pes-caprae"
1,"Convolvulus maritimus","Ipomoea pes-caprae"
1,"Convolvulus rotundifolius","Ipomoea pes-caprae"
1,"Ipomoea biloba","Ipomoea pes-caprae"
1,"Convolvulus bauhiniifolius","Ipomoea pes-caprae"
1,"Ipomoea orbicularis","Ipomoea pes-caprae"
1,"Convolvulus brasilianus","Ipomoea pes-caprae"
1,"Ipomoea brasiliensis","Ipomoea pes-caprae"
1,"Ipomoea bilobata","Ipomoea pes-caprae"
1,"Ipomoea brevipes","Ipomoea pes-caprae"
1,"Bonanox orbicularis","Ipomoea pes-caprae"
1,"Latrienda brasiliensis","Ipomoea pes-caprae"
1,"Convolvulus pes-caprae","Ipomoea pes-caprae"
1,"Pharbitis punctata","Ipomoea purpurea"
1,"Ipomoea chanetii","Ipomoea purpurea"
1,"Diatrema purpurea","Ipomoea purpurea"
1,"Ipomoea caesia","Ipomoea purpurea"
1,"Convolvulus mutabilis","Ipomoea purpurea"
1,"Ipomoea intermedia","Ipomoea purpurea"
1,"Ipomoea wattii","Ipomoea purpurea"
1,"Ipomoea affinis","Ipomoea purpurea"
1,"Convolvuloides leucosperma","Ipomoea purpurea"
1,"Pharbitis diversifolia","Ipomoea purpurea"
1,"Convolvulus purpureus","Ipomoea purpurea"
1,"Ipomoea mexicana","Ipomoea purpurea"
1,"Ipomoea zuccagnii","Ipomoea purpurea"
1,"Pharbitis githaginea","Ipomoea purpurea"
1,"Ipomoea discolor","Ipomoea purpurea"
1,"Convolvulus eriocaulos","Ipomoea purpurea"
1,"Convolvulus intermedius","Ipomoea purpurea"
1,"Ipomoea diehlii","Ipomoea purpurea"
1,"Ipomoea pilosissima","Ipomoea purpurea"
1,"Ipomoea hispida","Ipomoea purpurea"
1,"Convolvulus schultesii","Ipomoea purpurea"
1,"Convolvulus glandulifer","Ipomoea purpurea"
1,"Ipomoea glandulifera","Ipomoea purpurea"
1,"Ipomoea punctata","Ipomoea purpurea"
1,"Ipomoea hirsutula","Ipomoea purpurea"
1,"Cleiemera cuspidata","Ipomoea purpurea"
1,"Convolvulus hirsutulus","Ipomoea purpurea"
1,"Convolvuloides purpurea","Ipomoea purpurea"
1,"Pharbitis purpurea","Ipomoea purpurea"
1,"Convolvulus pilosus","Ipomoea purpurea"
1,"Pharbitis hispida","Ipomoea purpurea"
1,"Convolvulus pennatus","Ipomoea quamoclit"
1,"Convolvulus pennatifolius","Ipomoea quamoclit"
1,"Quamoclit pennata","Ipomoea quamoclit"
1,"Convolvulus pennifolius","Ipomoea quamoclit"
1,"Quamoclit quamoclit","Ipomoea quamoclit"
1,"Convolvulus quamoclit","Ipomoea quamoclit"
1,"Incarvillea argyi","Ipomoea quamoclit"
1,"Clitocyamos pinnatifidus","Ipomoea quamoclit"
1,"Ipomoea cyamoclita","Ipomoea quamoclit"
1,"Ipomoea erecta","Ipomoea quamoclit"
1,"Quamoclit vulgaris","Ipomoea quamoclit"
1,"Convolvulus lilacinus","Ipomoea rubens"
1,"Ipomoea lindleyi","Ipomoea rubens"
1,"Mouroucoa rubens","Ipomoea rubens"
1,"Ipomoea oxyphylla","Ipomoea rubens"
1,"Ipomoea lilacina","Ipomoea rubens"
1,"Lettsomia rubens","Ipomoea rubens"
1,"Ipomoea garnieri","Ipomoea rubens"
1,"Ipomoea parkeri","Ipomoea rubens"
1,"Ipomoea hellebarda","Ipomoea rubens"
1,"Convolvulus rubens","Ipomoea rubens"
1,"Ipomoea brasseuriana","Ipomoea rubens"
1,"Ipomoea riparia","Ipomoea rubens"
1,"Ipomoea stuhlmannii","Ipomoea rubens"
1,"Ipomoea senegambica","Ipomoea rubens"
1,"Ipomoea villicalyx","Ipomoea rubens"
1,"Ipomoea bonii","Ipomoea rubens"
1,"Ipomoea hovarum","Ipomoea rubens"
1,"Ipomoea fragrans","Ipomoea rubens"
1,"Pharbitis fragrans","Ipomoea rubens"
1,"Ipomoea baclii","Ipomoea rubens"
1,"Argyreia rubens","Ipomoea rubens"
1,"Convolvulus sagittifolius","Ipomoea sagittata"
1,"Convolvulus speciosus","Ipomoea sagittata"
1,"Ipomoea sagittifolia","Ipomoea sagittata"
1,"Convolvulus formosus","Ipomoea sagittata"
1,"Ipomoea heterophylla","Ipomoea sagittata"
1,"Ipomoea speciosa","Ipomoea sagittata"
1,"Convolvulus wheeleri","Ipomoea sagittata"
1,"Calonyction tastense","Ipomoea tastensis"
1,"Quamoclit eustachiana","Ipomoea triloba"
1,"Ipomoea krugii","Ipomoea triloba"
1,"Convolvulus trilobus","Ipomoea triloba"
1,"Convolvulus subquinquelobus","Ipomoea triloba"
1,"Convolvulus sloanei","Ipomoea triloba"
1,"Ipomoea galapagensis","Ipomoea triloba"
1,"Ipomoea mariannensis","Ipomoea triloba"
1,"Ipomoea hirta","Ipomoea triloba"
1,"Ipomoea parviflora","Ipomoea triloba"
1,"Ipomoea laxiflora","Ipomoea triloba"
1,"Convolvulus mariannensis","Ipomoea triloba"
1,"Convolvulus heterophyllus","Ipomoea triloba"
1,"Ipomoea eustachiana","Ipomoea triloba"
1,"Ipomoea webbii","Ipomoea triloba"
1,"Amphione lobata","Ipomoea triloba"
1,"Quamoclit triloba","Ipomoea triloba"
1,"Convolvulus ipomoea","Ipomoea triloba"
1,"Convolvulus venustus","Ipomoea tricolor"
1,"Convolvulus rubrocaeruleus","Ipomoea tricolor"
1,"Ipomoea violacea","Ipomoea tricolor"
1,"Ipomoea hookeri","Ipomoea tricolor"
1,"Pharbitis rubrocaerulea","Ipomoea tricolor"
1,"Ipomoea schiedeana","Ipomoea tricolor"
1,"Ipomoea rubrocaerulea","Ipomoea tricolor"
1,"Pharbitis tricolor","Ipomoea tricolor"
1,"Calonyction tuboides","Ipomoea tuboides"
1,"Tereietra violacea","Ipomoea violacea"
1,"Convolvulus longiflorus","Ipomoea violacea"
1,"Calonyction comospermum","Ipomoea violacea"
1,"Ipomoea grandiflora","Ipomoea violacea"
1,"Calonyction muticum","Ipomoea violacea"
1,"Convolvulus violaceus","Ipomoea violacea"
1,"Convolvulus grandiflorus","Ipomoea violacea"
1,"Convolvulus muticus","Ipomoea violacea"
1,"Ipomoea browniana","Ipomoea violacea"
1,"Pharbitis violacea","Ipomoea violacea"
1,"Ipomoea comosperma","Ipomoea violacea"
1,"Convolvulus catharticus","Ipomoea violacea"
1,"Jacquemontia canescens","Ipomoea violacea"
1,"Calonyction comorensis","Ipomoea violacea"
1,"Calonyction grandiflorum","Ipomoea violacea"
1,"Ipomoea macrantha","Ipomoea violacea"
1,"Calonyction tuba","Ipomoea violacea"
1,"Convolvulus grandiflorus","Ipomoea violacea"
1,"Calonyction macranthum","Ipomoea violacea"
1,"Ipomoea longiflora","Ipomoea violacea"
1,"Calonyction jacquinii","Ipomoea violacea"
1,"Ipomoea glaberrima","Ipomoea violacea"
1,"Ipomoea tuba","Ipomoea violacea"
1,"Convolvulus tuba","Ipomoea violacea"
1,"Ipomoea calodendron","Ipomoea wolcottiana"
1,"Ipomoea calva","Ipomoea wolcottiana"
1,"Ipomoea walcottiana","Ipomoea wolcottiana"
1,"Iris nikitensis","Iris graminea"
1,"Iris pseudocyperus","Iris graminea"
1,"Iris lamprophylla","Iris graminea"
1,"Chamaeiris graminea","Iris graminea"
1,"Iris compressa","Iris graminea"
1,"Iris sylvatica","Iris graminea"
1,"Iris pseudograminea","Iris graminea"
1,"Limniris graminea","Iris graminea"
1,"Xyridion gramineum","Iris graminea"
1,"Xiphion gramineum","Iris graminea"
1,"Iris suavis","Iris graminea"
1,"Iris bayonnensis","Iris graminea"
1,"Xyridion halophilum","Iris halophila"
1,"Iris pallida","Iris halophila"
1,"Chamaeiris halophila","Iris halophila"
1,"Iris coronaria","Iris xiphium"
1,"Iris spectabilis","Iris xiphium"
1,"Iris hispanica","Iris xiphium"
1,"Iris taitii","Iris xiphium"
1,"Xiphion vulgare","Iris xiphium"
1,"Xiphion xiphium","Iris xiphium"
1,"Xiphion sordidum","Iris xiphium"
1,"Xiphion verum","Iris xiphium"
1,"Iris lusitanica","Iris xiphium"
1,"Xiphion lusitanicum","Iris xiphium"
1,"Iris xiphia","Iris xiphium"
1,"Iris variabilis","Iris xiphium"
1,"Macarisia icosandra","Ixonanthes icosandra"
1,"Gordonia peduncularis","Ixonanthes icosandra"
1,"Ixonanthes obovata","Ixonanthes icosandra"
1,"Hypericum lucidum","Ixonanthes icosandra"
1,"Hypericum dentiferum","Ixonanthes icosandra"
1,"Brewstera crenata","Ixonanthes icosandra"
1,"Hypericinea dentata","Ixonanthes icosandra"
1,"Ixonanthes lucida","Ixonanthes icosandra"
1,"Ixonanthes cuneata","Ixonanthes icosandra"
1,"Ixonanthes dodecandra","Ixonanthes icosandra"
1,"Pierotia lucida","Ixonanthes icosandra"
1,"Jacaranda trianae","Jacaranda caucana"
1,"Jacaranda gualanday","Jacaranda caucana"
1,"Jacaranda procera","Jacaranda copaia"
1,"Bignonia copaia","Jacaranda copaia"
1,"Bignonia procera","Jacaranda copaia"
1,"Jacaranda chapadensis","Jacaranda cuspidifolia"
1,"Jacaranda elliptica","Jacaranda macrantha"
1,"Jacaranda heteroptila","Jacaranda macrantha"
1,"Bignonia elliptica","Jacaranda macrantha"
1,"Jacaranda ovalifolia","Jacaranda mimosifolia"
1,"Jacaranda chelonia","Jacaranda mimosifolia"
1,"Jacaranda gloxiniiflora","Jacaranda puberula"
1,"Jacaranda digitaliflora","Jacaranda puberula"
1,"Jacaranda purpurea","Jacaranda puberula"
1,"Jacaranda semiserrata","Jacaranda puberula"
1,"Jacaranda paulistana","Jacaranda puberula"
1,"Jacaranda endotricha","Jacaranda puberula"
1,"Jacaranda subrhombea","Jacaranda puberula"
1,"Bignonia obovata","Jacaranda puberula"
1,"Jacaranda digitaliflora alba","Jacaranda puberula"
1,"Jacaranda hebephora","Jacaranda puberula"
1,"Papaya digitata","Jacaratia digitata"
1,"Jacaratia boliviana","Jacaratia digitata"
1,"Carica digitata","Jacaratia digitata"
1,"Jatropha fissispina","Jatropha ellenbeckii"
1,"Serratula mollis","Jurinea mollis"
1,"Carduus mollis","Jurinea mollis"
1,"Caulinia rubicunda","Kennedia rubicunda"
1,"Glycine rubicunda","Kennedia rubicunda"
1,"Kennedia oblonga","Kennedia rubicunda"
1,"Kennedia oblongata","Kennedia rubicunda"
1,"Kennedia phaseolifolia","Kennedia rubicunda"
1,"Amphodus ovatus","Kennedia rubicunda"
1,"Swietenia senegalensis","Khaya senegalensis"
1,"Tecoma africana","Kigelia africana"
1,"Bignonia africana","Kigelia africana"
1,"Koilodepas subcordatum","Koilodepas longifolium"
1,"Nephrostylus poilanei","Koilodepas longifolium"
1,"Koilodepas glanduligerum","Koilodepas longifolium"
1,"Hibiscus drynarioides","Kokia drynarioides"
1,"Gossypium drynarioides","Kokia drynarioides"
1,"Kokia rockii","Kokia drynarioides"
1,"Kydia fraterna","Kydia calycina"
1,"Kydia roxburghiana","Kydia calycina"
1,"Kydia paterna","Kydia calycina"
1,"Hibiscus roxburghianus","Kydia calycina"
1,"Kydia pulverulenta","Kydia calycina"
1,"Lafoensia petiolata","Lafoensia pacari"
1,"Lafoensia lucida","Lafoensia pacari"
1,"Lafoensia sessilifolia","Lafoensia pacari"
1,"Lafoensia sellowiana","Lafoensia pacari"
1,"Adenopus ledermannii","Lagenaria breviflora"
1,"Adenopus multiflorus","Lagenaria breviflora"
1,"Adenopus noctiflorus","Lagenaria breviflora"
1,"Adenopus breviflorus","Lagenaria breviflora"
1,"Lagenaria angolensis","Lagenaria breviflora"
1,"Luffa angolensis","Lagenaria breviflora"
1,"Adenopus pynaertii","Lagenaria guineensis"
1,"Adenopus longiflorus","Lagenaria guineensis"
1,"Bryonia guineensis","Lagenaria guineensis"
1,"Adenopus guineensis","Lagenaria guineensis"
1,"Pepo lagenarius","Lagenaria siceraria"
1,"Cucurbita ciceraria","Lagenaria siceraria"
1,"Lagenaria hispida","Lagenaria siceraria"
1,"Cucurbita leucantha","Lagenaria siceraria"
1,"Cucumis lagenaria","Lagenaria siceraria"
1,"Cucurbita vittata","Lagenaria siceraria"
1,"Trochomeria rehmannii","Lagenaria siceraria"
1,"Lagenaria vittata","Lagenaria siceraria"
1,"Cucurbita pyriformis","Lagenaria siceraria"
1,"Lagenaria cochinchinensis","Lagenaria siceraria"
1,"Lagenaria leucantha","Lagenaria siceraria"
1,"Cucumis mairei","Lagenaria siceraria"
1,"Lagenaria microcarpa","Lagenaria siceraria"
1,"Lagenaria idolatrica","Lagenaria siceraria"
1,"Cucurbita lagenaria","Lagenaria siceraria"
1,"Cucumis bicirrha","Lagenaria siceraria"
1,"Cucurbita longa","Lagenaria siceraria"
1,"Cucurbita idololatrica","Lagenaria siceraria"
1,"Lagenaria vulgaris","Lagenaria siceraria"
1,"Lagenaria bicornuta","Lagenaria siceraria"
1,"Lagenaria virginalis","Lagenaria siceraria"
1,"Lagenaria lagenaria","Lagenaria siceraria"
1,"Lagenaria verrucosa","Lagenaria siceraria"
1,"Cucurbita siceraria","Lagenaria siceraria"
1,"Schousboea commutata","Laguncularia racemosa"
1,"Conocarpus racemosus","Laguncularia racemosa"
1,"Rhizaeris alba","Laguncularia racemosa"
1,"Laguncularia obovata","Laguncularia racemosa"
1,"Horau racemosus","Laguncularia racemosa"
1,"Laguncularia martii","Laguncularia racemosa"
1,"Laguncularia glabriflora","Laguncularia racemosa"
1,"Langsdorffia janeirensis","Langsdorffia hypogaea"
1,"Thonningia janeirensis","Langsdorffia hypogaea"
1,"Senftenbergia moritziana","Langsdorffia hypogaea"
1,"Langsdorffia rubiginosa","Langsdorffia hypogaea"
1,"Thonningia mexicana","Langsdorffia hypogaea"
1,"Langsdorffia moritziana","Langsdorffia hypogaea"
1,"Leea bracteata","Leea compactiflora"
1,"Leea trifoliata","Leea compactiflora"
1,"Leea arborea","Leea guineensis"
1,"Aralia excelsa","Leea guineensis"
1,"Leea laeta","Leea guineensis"
1,"Leea sambucina","Leea guineensis"
1,"Leea parvifoliola","Leea guineensis"
1,"Leea palawanensis","Leea guineensis"
